sigma,N,rule,window,replicate,seed,MSE,PSNR,laplacian_variance,dct_hf_energy,selection_entropy,selection_entropy_normalized,clipping_fraction
0.02,8,single,NA,20,1220524376,0.0004014850339398505,33.96330639173546,0.0084088975891453,0.0007402445155545946,NA,NA,0.0
0.02,8,mean,NA,20,1220524376,5.006115236137734e-05,43.004991575558584,0.0013978254174571243,0.00010789895639931824,NA,NA,0.0
0.02,8,maxfocus,3,20,1220524376,0.0006499315011248594,31.871324129742234,0.0168690027409557,0.0013873441549167734,2.0792187910338895,0.9998928795825796,0.0
0.02,8,maxfocus,7,20,1220524376,0.0004961542270943471,33.043833042260154,0.011573332668483195,0.000989575288333984,2.0790343393725754,0.999804177083559,0.0
0.02,8,single,NA,21,966859230,0.0004000123621832658,33.97926586809499,0.00837957092068268,0.0007387571928158072,NA,NA,0.0
0.02,8,mean,NA,21,966859230,4.994926766012746e-05,43.01470874875378,0.0013947317557634277,0.00010752459749750386,NA,NA,0.0
0.02,8,maxfocus,3,21,966859230,0.0006507991850173683,31.865529995930174,0.016804703693578733,0.001381969072557331,2.0793809171360174,0.9999708457570924,0.0
0.02,8,maxfocus,7,21,966859230,0.0004957500177383393,33.047372615832494,0.01154472502323436,0.000989488671621872,2.078957758118499,0.9997673492850653,0.0
0.02,8,single,NA,22,1595788579,0.00040165144261095016,33.96150668842865,0.00843904652611725,0.0007436412963474494,NA,NA,0.0
0.02,8,mean,NA,22,1595788579,4.986339185072277e-05,43.02218182872954,0.0013982606297452704,0.0001075979434122976,NA,NA,0.0
0.02,8,maxfocus,3,22,1595788579,0.0006508506547475416,31.865186539201215,0.016861682198970697,0.0013870487133360806,2.079326150145694,0.9999445084019778,0.0
0.02,8,maxfocus,7,22,1595788579,0.000496226812472556,33.04319773328059,0.011574175473682322,0.0009883243435103027,2.0788098543818068,0.9996962226225804,0.0
0.02,8,single,NA,23,1301716257,0.00039886666517646106,33.99172257836202,0.008361208391778258,0.0007353943147044485,NA,NA,0.0
0.02,8,mean,NA,23,1301716257,5.0160251422335765e-05,42.99640295322089,0.0014033873192942315,0.0001086552950842048,NA,NA,0.0
0.02,8,maxfocus,3,23,1301716257,0.0006512154502182865,31.862753042721906,0.016859453380973322,0.001385670292276261,2.0793709114386307,0.9999660340337589,0.0
0.02,8,maxfocus,7,23,1301716257,0.0004955468911436053,33.04915244102241,0.011545646355463023,0.0009855437866841076,2.079177536875485,0.9998730405259975,0.0
0.02,8,single,NA,24,1692134427,0.0004001020150833099,33.978292613244314,0.008360247779370366,0.0007364312074532776,NA,NA,0.0
0.02,8,mean,NA,24,1692134427,5.001566123585651e-05,43.00893985197544,0.0013904499098914688,0.00010729893627029459,NA,NA,0.0
0.02,8,maxfocus,3,24,1692134427,0.0006503839628673095,31.86830176091881,0.016825601297135166,0.0013835951690101636,2.079323384165205,0.9999431782465328,0.0
0.02,8,maxfocus,7,24,1692134427,0.0004980399173244936,33.02735847643864,0.01163560305907454,0.0009908440876985228,2.079125176153063,0.9998478603411389,0.0
0.02,8,single,NA,25,46465580,0.0004001898144810664,33.977339691005085,0.008391748136016218,0.0007383281745928729,NA,NA,0.0
0.02,8,mean,NA,25,46465580,5.0006055794118554e-05,43.009773988896846,0.0013962521935092025,0.00010748043780093818,NA,NA,0.0
0.02,8,maxfocus,3,25,46465580,0.0006503328634645392,31.86864299104998,0.016845085824728486,0.0013878747953102537,2.0792415302381944,0.999903814828341,0.0
0.02,8,maxfocus,7,25,46465580,0.0004964296551808004,33.04142282981738,0.01155235593787695,0.000987827808168874,2.078404340628674,0.9995012117290281,0.0
0.02,8,single,NA,26,114111167,0.00040197778393764665,33.957979483580694,0.008372326568927157,0.0007374059460909968,NA,NA,0.0
0.02,8,mean,NA,26,114111167,4.983806230838546e-05,43.02438851283374,0.0013940359837051575,0.00010724884537040142,NA,NA,0.0
0.02,8,maxfocus,3,26,114111167,0.0006504070068254422,31.868147887405044,0.016801269706550964,0.001384307079124318,2.07923478741632,0.9999005722164478,0.0
0.02,8,maxfocus,7,26,114111167,0.000498654669109283,33.02200110126345,0.011669739519935177,0.0009914682911208643,2.078871531211898,0.9997258829082171,0.0
0.02,8,single,NA,27,1694061018,0.00039990172567395976,33.980467217753024,0.008369429855375962,0.0007379430889555229,NA,NA,0.0
0.02,8,mean,NA,27,1694061018,4.964891500061217e-05,43.04090237891575,0.0013967238480561265,0.00010754297675158785,NA,NA,0.0
0.02,8,maxfocus,3,27,1694061018,0.0006516426151930324,31.8599052206457,0.016884869375486916,0.001386103855534645,2.0793039588668716,0.999933836652675,0.0
0.02,8,maxfocus,7,27,1694061018,0.000495699227801025,33.04781757637143,0.011593580889007497,0.00098610149457095,2.078842964376898,0.9997121451644878,0.0
0.02,8,single,NA,28,1822047609,0.00039989699792770684,33.980518561523624,0.008392257868443677,0.0007383360014706227,NA,NA,0.0
0.02,8,mean,NA,28,1822047609,4.9838536612283606e-05,43.024347181655116,0.0013893382347500707,0.0001070608212889678,NA,NA,0.0
0.02,8,maxfocus,3,28,1822047609,0.0006513782014369154,31.86166779320527,0.016825946146435355,0.001386080260370204,2.0792820893957105,0.9999233196601447,0.0
0.02,8,maxfocus,7,28,1822047609,0.0004971278578993638,33.035318993172915,0.011580717149510245,0.0009885950378626094,2.078872153879103,0.9997261823478466,0.0
0.02,8,single,NA,29,1571314455,0.00040453660280467574,33.930421769518034,0.00845920161949759,0.0007448804789481523,NA,NA,0.0
0.02,8,mean,NA,29,1571314455,5.000922904205597e-05,43.00949840620533,0.0013999615677207035,0.00010793034131232357,NA,NA,0.0
0.02,8,maxfocus,3,29,1571314455,0.0006524252437715231,31.854692434953783,0.016870105283726733,0.0013934463251943805,2.079248417312837,0.999907126811152,0.0
0.02,8,maxfocus,7,29,1571314455,0.0004961705084144227,33.04369053069686,0.011591560826924857,0.0009869147065748383,2.078316436899595,0.9994589389710222,0.0
0.02,8,single,NA,30,711756946,0.0004007208679811872,33.9715804061423,0.00836436243183223,0.0007401820707214647,NA,NA,0.0
0.02,8,mean,NA,30,711756946,4.9972451269404943e-05,43.01269346841867,0.0014003079775855498,0.00010791238807958684,NA,NA,0.0
0.02,8,maxfocus,3,30,711756946,0.0006510190374692286,31.86406311359692,0.01680530259078004,0.001386469659492226,2.079301226967476,0.9999325228867716,0.0
0.02,8,maxfocus,7,30,711756946,0.0004948324310979641,33.05541844642499,0.011493734722960888,0.0009804618582207256,2.0789354807350526,0.9997566361281913,0.0
0.02,8,single,NA,31,426873117,0.00039892370683641105,33.9911015410804,0.008341737274434421,0.000737012050164751,NA,NA,0.0
0.02,8,mean,NA,31,426873117,4.9834058644814114e-05,43.02473741059587,0.0013962691444320053,0.00010790616975106429,NA,NA,0.0
0.02,8,maxfocus,3,31,426873117,0.0006504183751789246,31.86807197847439,0.01676565532653891,0.001385104437819017,2.0792804863002723,0.9999225487341984,0.0
0.02,8,maxfocus,7,31,426873117,0.0004960882624752224,33.04441048316659,0.011558556188817341,0.0009880986023624826,2.0786508556021177,0.9996197603722587,0.0
0.02,8,single,NA,32,1979928129,0.00039949383218669787,33.984899214012046,0.008317101358175557,0.0007348660002196103,NA,NA,0.0
0.02,8,mean,NA,32,1979928129,4.969290465075702e-05,43.037056171219035,0.0013883312878006262,0.00010691211221658053,NA,NA,0.0
0.02,8,maxfocus,3,32,1979928129,0.0006486614083437279,31.879819393472868,0.016736924110351763,0.001375020814140574,2.0793697752515685,0.9999654876432789,0.0
0.02,8,maxfocus,7,32,1979928129,0.0004969349139477722,33.037004892633554,0.011540733221754605,0.0009833561077451456,2.078794522775632,0.9996888496785146,0.0
0.02,8,single,NA,33,1784266892,0.00040104981517268587,33.96801679472266,0.00841039330098903,0.0007413974768779455,NA,NA,0.0
0.02,8,mean,NA,33,1784266892,4.974450177111334e-05,43.032549145649824,0.0013938892756764662,0.00010754565366444852,NA,NA,0.0
0.02,8,maxfocus,3,33,1784266892,0.0006501093238507706,31.870136052758525,0.016768323963948454,0.0013860745648537635,2.0793511586110385,0.999956534931622,0.0
0.02,8,maxfocus,7,33,1784266892,0.0004969227464972826,33.03711123093163,0.011564768176037596,0.0009886211806278292,2.0790407360192447,0.9998072532203683,0.0
0.02,8,single,NA,34,1052129951,0.00039807731721859735,34.000325681768956,0.008348929969856993,0.000735498490830855,NA,NA,0.0
0.02,8,mean,NA,34,1052129951,5.000438624474256e-05,43.00991898897215,0.0014005716310360736,0.00010792389536601473,NA,NA,0.0
0.02,8,maxfocus,3,34,1052129951,0.0006482852859405052,31.882338354190978,0.016684137913182916,0.0013806844313319615,2.0792484665569098,0.9999071504925452,0.0
0.02,8,maxfocus,7,34,1052129951,0.0004957227798345157,33.047611236021794,0.011564798364522627,0.000986740805000545,2.078509026117648,0.9995515548076267,0.0
0.02,8,single,NA,35,1839733851,0.00039775709869321034,34.00382060843469,0.008291194504531819,0.0007306439377810687,NA,NA,0.0
0.02,8,mean,NA,35,1839733851,5.010987636428258e-05,43.000766687876784,0.001400944022030252,0.00010838216333900077,NA,NA,0.0
0.02,8,maxfocus,3,35,1839733851,0.0006481135302888347,31.883489119391605,0.016715740874222583,0.0013797586452782454,2.0792658610415256,0.9999155154714432,0.0
0.02,8,maxfocus,7,35,1839733851,0.0004932599337867891,33.06924159709132,0.011542445094137441,0.0009812551687168078,2.0787653650198683,0.9996748277619667,0.0
0.02,8,single,NA,36,161904573,0.0003984130289883486,33.996664676247896,0.008332654298911285,0.0007342620803018374,NA,NA,0.0
0.02,8,mean,NA,36,161904573,5.015818135946296e-05,42.996582185861996,0.0014031722546790878,0.00010777102948763471,NA,NA,0.0
0.02,8,maxfocus,3,36,161904573,0.0006517706847352057,31.859051770774542,0.0168757840164491,0.0013875945465968863,2.0793810715897023,0.9999709200336141,0.0
0.02,8,maxfocus,7,36,161904573,0.0004981322524533467,33.02655338193233,0.01164839426069681,0.00099248031400835,2.079032442346039,0.9998032648066335,0.0
0.02,8,single,NA,37,551346918,0.00039893389610197666,33.99099061547679,0.008313785356294512,0.0007336385300216785,NA,NA,0.0
0.02,8,mean,NA,37,551346918,4.9759045095401916e-05,43.03127962597321,0.0013889729711692696,0.00010756575398865973,NA,NA,0.0
0.02,8,maxfocus,3,37,551346918,0.0006492486334905227,31.875889557812936,0.01670405774669345,0.001384665860011533,2.0793674638201796,0.9999643760797448,0.0
0.02,8,maxfocus,7,37,551346918,0.0004965405270029988,33.04045299161592,0.011557329605080815,0.0009874432489580132,2.0790692841440395,0.999820981966391,0.0
0.02,8,single,NA,38,57256543,0.0004008896352424893,33.96975172023818,0.008407404016648383,0.0007425841488055263,NA,NA,0.0
0.02,8,mean,NA,38,57256543,5.002240239213278e-05,43.008354545369,0.0014014377446229824,0.00010810280607416688,NA,NA,0.0
0.02,8,maxfocus,3,38,57256543,0.0006533125714246637,31.84878984779985,0.016936491831791363,0.0013952567518547663,2.0792923714213174,0.9999282642692625,0.0
0.02,8,maxfocus,7,38,57256543,0.0004984161249826622,33.02407915631174,0.011694060289940505,0.0009974689068060955,2.078867524369742,0.9997239560244479,0.0
0.02,8,single,NA,39,980264576,0.00040090523571929745,33.96958271938174,0.008357308694327733,0.000737664393103128,NA,NA,0.0
0.02,8,mean,NA,39,980264576,5.0196188843940734e-05,42.99329255501972,0.0014004896994484273,0.00010813766888482856,NA,NA,0.0
0.02,8,maxfocus,3,39,980264576,0.000650360957455916,31.868455382479304,0.01675429622081811,0.0013819082862025509,2.0794092792728867,0.9999844850618291,0.0
0.02,8,maxfocus,7,39,980264576,0.0004949406272005181,33.054468956638495,0.011533586913248758,0.0009833249949304386,2.0793535272959867,0.999957674028298,0.0
0.02,8,single,NA,40,1777263654,0.0003990530353021272,33.989693814851314,0.008400837434017568,0.0007391753772914251,NA,NA,0.0
0.02,8,mean,NA,40,1777263654,5.00108346314734e-05,43.009358974455616,0.001398682417514212,0.0001079695679067596,NA,NA,0.0
0.02,8,maxfocus,3,40,1777263654,0.0006501232057061522,31.87004331837365,0.01678029843465482,0.001381953992673814,2.079224336984389,0.999895546621007,0.0
0.02,8,maxfocus,7,40,1777263654,0.0004963490490663292,33.04212805829679,0.011638613088024217,0.0009931232411344991,2.0782456442082675,0.9994248948827856,0.0
0.02,8,single,NA,41,1252009240,0.0003992608777487641,33.987432427989745,0.008374517095876154,0.000737274074698905,NA,NA,0.0
0.02,8,mean,NA,41,1252009240,4.979953551336009e-05,43.02774707941595,0.00138969799174247,0.0001071459765452989,NA,NA,0.0
0.02,8,maxfocus,3,41,1252009240,0.0006494588568182201,31.87448356250352,0.016762440632989394,0.0013837652032062748,2.0793750599845473,0.9999680290626325,0.0
0.02,8,maxfocus,7,41,1252009240,0.0004975580767269319,33.031562195816676,0.011590277405376912,0.0009891430947000597,2.0790430604686767,0.9998083710442578,0.0
0.02,8,single,NA,42,1865329249,0.00040105522475749174,33.9679582150426,0.008391740481731668,0.0007392598090102689,NA,NA,0.0
0.02,8,mean,NA,42,1865329249,4.991286290888715e-05,43.01787519096546,0.0013921095261913963,0.00010782493236340793,NA,NA,0.0
0.02,8,maxfocus,3,42,1865329249,0.0006484657842544661,31.881129341543076,0.016737031091590818,0.0013786766161120322,2.079236947601893,0.9999016110461189,0.0
0.02,8,maxfocus,7,42,1865329249,0.000493929110841381,33.063353769459525,0.011493210997843709,0.0009827427896390525,2.078562184910883,0.9995771187834198,0.0
0.02,8,single,NA,43,402245255,0.0004010226477665608,33.96831099892783,0.008355800007528403,0.0007407045360717774,NA,NA,0.0
0.02,8,mean,NA,43,402245255,5.01472151086765e-05,42.997531802211746,0.0014002453634839533,0.00010832987981802732,NA,NA,0.0
0.02,8,maxfocus,3,43,402245255,0.0006545018377939722,31.840891296439196,0.01683812643378784,0.0013869472043850023,2.0792818100620374,0.999923185329043,0.0
0.02,8,maxfocus,7,43,402245255,0.0004967948553903534,33.038229101888625,0.011600820938886305,0.000990061470515053,2.078990659191037,0.9997831713564621,0.0
0.02,8,single,NA,44,677344867,0.00040121564650866617,33.96622138812451,0.00841540657544678,0.0007420102117731415,NA,NA,0.0
0.02,8,mean,NA,44,677344867,5.0064169452495046e-05,43.00472984236252,0.001399735297671403,0.00010842272063007211,NA,NA,0.0
0.02,8,maxfocus,3,44,677344867,0.0006511175695894147,31.863405856041354,0.016808891163760782,0.0013846777059331585,2.079383582352734,0.9999721274554056,0.0
0.02,8,maxfocus,7,44,677344867,0.0004965414582900352,33.04044484620946,0.011628750995036156,0.000991737458230987,2.0792173640699767,0.9998921933579926,0.0
0.02,8,single,NA,45,1705499043,0.00040119679969951346,33.966425399546736,0.008383836168443253,0.000738688332890625,NA,NA,0.0
0.02,8,mean,NA,45,1705499043,5.00836147196124e-05,43.0030433402828,0.001409268634114942,0.00010853739435999408,NA,NA,0.0
0.02,8,maxfocus,3,45,1705499043,0.0006522288475874725,31.855999965895656,0.016921051105937578,0.001390337712945275,2.0793731171986987,0.9999670947801294,0.0
0.02,8,maxfocus,7,45,1705499043,0.0004973421288656067,33.03344750985115,0.01163083781408547,0.0009895080960027859,2.0792022542571997,0.9998849270740053,0.0
0.02,8,single,NA,46,637664152,0.00039771033128688856,34.0043312723728,0.00831423534094303,0.000732547464481853,NA,NA,0.0
0.02,8,mean,NA,46,637664152,4.987906881214356e-05,43.02081662922497,0.0013930884763352072,0.00010719612518641765,NA,NA,0.0
0.02,8,maxfocus,3,46,637664152,0.0006491135036696246,31.87679356038801,0.016759859195865316,0.0013844712271864571,2.0792260076016325,0.9998963500180779,0.0
0.02,8,maxfocus,7,46,637664152,0.0004955307412397012,33.04929398016969,0.011555402540571845,0.0009848459512405297,2.0788054027656595,0.9996940818477338,0.0
0.02,8,single,NA,47,1884932369,0.0003988706486607144,33.99167920555747,0.008346656417247612,0.000736318001226016,NA,NA,0.0
0.02,8,mean,NA,47,1884932369,4.9984284329635026e-05,43.01166521699465,0.0014096334979150722,0.0001084747708370437,NA,NA,0.0
0.02,8,maxfocus,3,47,1884932369,0.0006509817101667952,31.864312130988118,0.01687199685370306,0.0013893773860759687,2.0792565681260315,0.9999110465237437,0.0
0.02,8,maxfocus,7,47,1884932369,0.0004975501234294713,33.0316316168746,0.011641377589203429,0.0009920994694746193,2.0788670731174745,0.9997237390179783,0.0
0.02,8,single,NA,48,1291097821,0.00039878958931799336,33.99256187774534,0.008340807013570857,0.0007362497733087025,NA,NA,0.0
0.02,8,mean,NA,48,1291097821,4.999925000326171e-05,43.01036510101737,0.0013981530619375745,0.00010832771662477253,NA,NA,0.0
