sigma,N,rule,window,replicate,seed,MSE,PSNR,laplacian_variance,dct_hf_energy,selection_entropy,selection_entropy_normalized,clipping_fraction
0.0,64,mean,NA,86,267575945,3.4158977319152893e-31,304.66495140070185,0.0004025932333717801,1.7851117491840617e-05,NA,NA,0.0
0.0,64,maxfocus,3,86,267575945,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,64,maxfocus,7,86,267575945,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,64,single,NA,87,1976481513,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,NA,NA,0.0
0.0,64,mean,NA,87,1976481513,3.4158977319152893e-31,304.66495140070185,0.0004025932333717801,1.7851117491840617e-05,NA,NA,0.0
0.0,64,maxfocus,3,87,1976481513,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,64,maxfocus,7,87,1976481513,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,64,single,NA,88,1709271785,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,NA,NA,0.0
0.0,64,mean,NA,88,1709271785,3.4158977319152893e-31,304.66495140070185,0.0004025932333717801,1.7851117491840617e-05,NA,NA,0.0
0.0,64,maxfocus,3,88,1709271785,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,64,maxfocus,7,88,1709271785,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,64,single,NA,89,267762681,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,NA,NA,0.0
0.0,64,mean,NA,89,267762681,3.4158977319152893e-31,304.66495140070185,0.0004025932333717801,1.7851117491840617e-05,NA,NA,0.0
0.0,64,maxfocus,3,89,267762681,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,64,maxfocus,7,89,267762681,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,64,single,NA,90,1709080967,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,NA,NA,0.0
0.0,64,mean,NA,90,1709080967,3.4158977319152893e-31,304.66495140070185,0.0004025932333717801,1.7851117491840617e-05,NA,NA,0.0
0.0,64,maxfocus,3,90,1709080967,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,64,maxfocus,7,90,1709080967,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,64,single,NA,91,971460386,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,NA,NA,0.0
0.0,64,mean,NA,91,971460386,3.4158977319152893e-31,304.66495140070185,0.0004025932333717801,1.7851117491840617e-05,NA,NA,0.0
0.0,64,maxfocus,3,91,971460386,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,64,maxfocus,7,91,971460386,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,64,single,NA,92,1134793413,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,NA,NA,0.0
0.0,64,mean,NA,92,1134793413,3.4158977319152893e-31,304.66495140070185,0.0004025932333717801,1.7851117491840617e-05,NA,NA,0.0
0.0,64,maxfocus,3,92,1134793413,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,64,maxfocus,7,92,1134793413,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,64,single,NA,93,1140241718,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,NA,NA,0.0
0.0,64,mean,NA,93,1140241718,3.4158977319152893e-31,304.66495140070185,0.0004025932333717801,1.7851117491840617e-05,NA,NA,0.0
0.0,64,maxfocus,3,93,1140241718,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,64,maxfocus,7,93,1140241718,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,64,single,NA,94,1384075901,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,NA,NA,0.0
0.0,64,mean,NA,94,1384075901,3.4158977319152893e-31,304.66495140070185,0.0004025932333717801,1.7851117491840617e-05,NA,NA,0.0
0.0,64,maxfocus,3,94,1384075901,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,64,maxfocus,7,94,1384075901,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,64,single,NA,95,56440366,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,NA,NA,0.0
0.0,64,mean,NA,95,56440366,3.4158977319152893e-31,304.66495140070185,0.0004025932333717801,1.7851117491840617e-05,NA,NA,0.0
0.0,64,maxfocus,3,95,56440366,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,64,maxfocus,7,95,56440366,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,64,single,NA,96,451463779,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,NA,NA,0.0
0.0,64,mean,NA,96,451463779,3.4158977319152893e-31,304.66495140070185,0.0004025932333717801,1.7851117491840617e-05,NA,NA,0.0
0.0,64,maxfocus,3,96,451463779,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,64,maxfocus,7,96,451463779,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,64,single,NA,97,327932342,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,NA,NA,0.0
0.0,64,mean,NA,97,327932342,3.4158977319152893e-31,304.66495140070185,0.0004025932333717801,1.7851117491840617e-05,NA,NA,0.0
0.0,64,maxfocus,3,97,327932342,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,64,maxfocus,7,97,327932342,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,64,single,NA,98,1551454661,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,NA,NA,0.0
0.0,64,mean,NA,98,1551454661,3.4158977319152893e-31,304.66495140070185,0.0004025932333717801,1.7851117491840617e-05,NA,NA,0.0
0.0,64,maxfocus,3,98,1551454661,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,64,maxfocus,7,98,1551454661,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,64,single,NA,99,983806061,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,NA,NA,0.0
0.0,64,mean,NA,99,983806061,3.4158977319152893e-31,304.66495140070185,0.0004025932333717801,1.7851117491840617e-05,NA,NA,0.0
0.0,64,maxfocus,3,99,983806061,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,64,maxfocus,7,99,983806061,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,128,single,NA,0,2008395319,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,NA,NA,0.0
0.0,128,mean,NA,0,2008395319,5.607523121417982e-31,302.51228927021225,0.00040259323337177993,1.785111749184064e-05,NA,NA,0.0
0.0,128,maxfocus,3,0,2008395319,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,128,maxfocus,7,0,2008395319,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,128,single,NA,1,820207567,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,NA,NA,0.0
0.0,128,mean,NA,1,820207567,5.607523121417982e-31,302.51228927021225,0.00040259323337177993,1.785111749184064e-05,NA,NA,0.0
0.0,128,maxfocus,3,1,820207567,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,128,maxfocus,7,1,820207567,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,128,single,NA,2,317893647,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,NA,NA,0.0
0.0,128,mean,NA,2,317893647,5.607523121417982e-31,302.51228927021225,0.00040259323337177993,1.785111749184064e-05,NA,NA,0.0
0.0,128,maxfocus,3,2,317893647,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,128,maxfocus,7,2,317893647,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,128,single,NA,3,1667218949,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,NA,NA,0.0
0.0,128,mean,NA,3,1667218949,5.607523121417982e-31,302.51228927021225,0.00040259323337177993,1.785111749184064e-05,NA,NA,0.0
0.0,128,maxfocus,3,3,1667218949,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,128,maxfocus,7,3,1667218949,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,128,single,NA,4,524702196,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,NA,NA,0.0
0.0,128,mean,NA,4,524702196,5.607523121417982e-31,302.51228927021225,0.00040259323337177993,1.785111749184064e-05,NA,NA,0.0
0.0,128,maxfocus,3,4,524702196,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,128,maxfocus,7,4,524702196,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,128,single,NA,5,1834583939,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,NA,NA,0.0
0.0,128,mean,NA,5,1834583939,5.607523121417982e-31,302.51228927021225,0.00040259323337177993,1.785111749184064e-05,NA,NA,0.0
0.0,128,maxfocus,3,5,1834583939,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,128,maxfocus,7,5,1834583939,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,128,single,NA,6,1277407280,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,NA,NA,0.0
0.0,128,mean,NA,6,1277407280,5.607523121417982e-31,302.51228927021225,0.00040259323337177993,1.785111749184064e-05,NA,NA,0.0
0.0,128,maxfocus,3,6,1277407280,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,128,maxfocus,7,6,1277407280,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,128,single,NA,7,2076361885,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,NA,NA,0.0
0.0,128,mean,NA,7,2076361885,5.607523121417982e-31,302.51228927021225,0.00040259323337177993,1.785111749184064e-05,NA,NA,0.0
0.0,128,maxfocus,3,7,2076361885,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,128,maxfocus,7,7,2076361885,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,128,single,NA,8,1361503333,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,NA,NA,0.0
0.0,128,mean,NA,8,1361503333,5.607523121417982e-31,302.51228927021225,0.00040259323337177993,1.785111749184064e-05,NA,NA,0.0
0.0,128,maxfocus,3,8,1361503333,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,128,maxfocus,7,8,1361503333,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,128,single,NA,9,565674118,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,NA,NA,0.0
0.0,128,mean,NA,9,565674118,5.607523121417982e-31,302.51228927021225,0.00040259323337177993,1.785111749184064e-05,NA,NA,0.0
0.0,128,maxfocus,3,9,565674118,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,128,maxfocus,7,9,565674118,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,128,single,NA,10,1369530978,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,NA,NA,0.0
0.0,128,mean,NA,10,1369530978,5.607523121417982e-31,302.51228927021225,0.00040259323337177993,1.785111749184064e-05,NA,NA,0.0
0.0,128,maxfocus,3,10,1369530978,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,128,maxfocus,7,10,1369530978,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,128,single,NA,11,2039275931,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,NA,NA,0.0
0.0,128,mean,NA,11,2039275931,5.607523121417982e-31,302.51228927021225,0.00040259323337177993,1.785111749184064e-05,NA,NA,0.0
0.0,128,maxfocus,3,11,2039275931,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,128,maxfocus,7,11,2039275931,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,128,single,NA,12,663880188,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,NA,NA,0.0
0.0,128,mean,NA,12,663880188,5.607523121417982e-31,302.51228927021225,0.00040259323337177993,1.785111749184064e-05,NA,NA,0.0
0.0,128,maxfocus,3,12,663880188,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,128,maxfocus,7,12,663880188,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,128,single,NA,13,1397242751,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,NA,NA,0.0
0.0,128,mean,NA,13,1397242751,5.607523121417982e-31,302.51228927021225,0.00040259323337177993,1.785111749184064e-05,NA,NA,0.0
0.0,128,maxfocus,3,13,1397242751,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,128,maxfocus,7,13,1397242751,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,128,single,NA,14,1827987656,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,NA,NA,0.0
0.0,128,mean,NA,14,1827987656,5.607523121417982e-31,302.51228927021225,0.00040259323337177993,1.785111749184064e-05,NA,NA,0.0
0.0,128,maxfocus,3,14,1827987656,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,128,maxfocus,7,14,1827987656,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,128,single,NA,15,1470285999,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,NA,NA,0.0
0.0,128,mean,NA,15,1470285999,5.607523121417982e-31,302.51228927021225,0.00040259323337177993,1.785111749184064e-05,NA,NA,0.0
0.0,128,maxfocus,3,15,1470285999,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,128,maxfocus,7,15,1470285999,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,128,single,NA,16,1894408750,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,NA,NA,0.0
0.0,128,mean,NA,16,1894408750,5.607523121417982e-31,302.51228927021225,0.00040259323337177993,1.785111749184064e-05,NA,NA,0.0
0.0,128,maxfocus,3,16,1894408750,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,128,maxfocus,7,16,1894408750,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,128,single,NA,17,871145246,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,NA,NA,0.0
0.0,128,mean,NA,17,871145246,5.607523121417982e-31,302.51228927021225,0.00040259323337177993,1.785111749184064e-05,NA,NA,0.0
0.0,128,maxfocus,3,17,871145246,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,128,maxfocus,7,17,871145246,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,128,single,NA,18,1562955593,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,NA,NA,0.0
0.0,128,mean,NA,18,1562955593,5.607523121417982e-31,302.51228927021225,0.00040259323337177993,1.785111749184064e-05,NA,NA,0.0
0.0,128,maxfocus,3,18,1562955593,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,128,maxfocus,7,18,1562955593,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,128,single,NA,19,1913586906,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,NA,NA,0.0
0.0,128,mean,NA,19,1913586906,5.607523121417982e-31,302.51228927021225,0.00040259323337177993,1.785111749184064e-05,NA,NA,0.0
0.0,128,maxfocus,3,19,1913586906,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,128,maxfocus,7,19,1913586906,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,128,single,NA,20,1743812948,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,NA,NA,0.0
0.0,128,mean,NA,20,1743812948,5.607523121417982e-31,302.51228927021225,0.00040259323337177993,1.785111749184064e-05,NA,NA,0.0
0.0,128,maxfocus,3,20,1743812948,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,128,maxfocus,7,20,1743812948,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,128,single,NA,21,1872250717,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,NA,NA,0.0
0.0,128,mean,NA,21,1872250717,5.607523121417982e-31,302.51228927021225,0.00040259323337177993,1.785111749184064e-05,NA,NA,0.0
0.0,128,maxfocus,3,21,1872250717,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,128,maxfocus,7,21,1872250717,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,128,single,NA,22,43067561,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,NA,NA,0.0
0.0,128,mean,NA,22,43067561,5.607523121417982e-31,302.51228927021225,0.00040259323337177993,1.785111749184064e-05,NA,NA,0.0
0.0,128,maxfocus,3,22,43067561,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,128,maxfocus,7,22,43067561,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,128,single,NA,23,1122494662,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,NA,NA,0.0
0.0,128,mean,NA,23,1122494662,5.607523121417982e-31,302.51228927021225,0.00040259323337177993,1.785111749184064e-05,NA,NA,0.0
0.0,128,maxfocus,3,23,1122494662,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,128,maxfocus,7,23,1122494662,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,128,single,NA,24,625349343,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,NA,NA,0.0
0.0,128,mean,NA,24,625349343,5.607523121417982e-31,302.51228927021225,0.00040259323337177993,1.785111749184064e-05,NA,NA,0.0
0.0,128,maxfocus,3,24,625349343,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,128,maxfocus,7,24,625349343,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,128,single,NA,25,627280930,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,NA,NA,0.0
0.0,128,mean,NA,25,627280930,5.607523121417982e-31,302.51228927021225,0.00040259323337177993,1.785111749184064e-05,NA,NA,0.0
0.0,128,maxfocus,3,25,627280930,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,128,maxfocus,7,25,627280930,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,128,single,NA,26,1351401654,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,NA,NA,0.0
0.0,128,mean,NA,26,1351401654,5.607523121417982e-31,302.51228927021225,0.00040259323337177993,1.785111749184064e-05,NA,NA,0.0
0.0,128,maxfocus,3,26,1351401654,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,128,maxfocus,7,26,1351401654,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,128,single,NA,27,1000781832,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,NA,NA,0.0
0.0,128,mean,NA,27,1000781832,5.607523121417982e-31,302.51228927021225,0.00040259323337177993,1.785111749184064e-05,NA,NA,0.0
0.0,128,maxfocus,3,27,1000781832,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,128,maxfocus,7,27,1000781832,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,128,single,NA,28,2041561035,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,NA,NA,0.0
0.0,128,mean,NA,28,2041561035,5.607523121417982e-31,302.51228927021225,0.00040259323337177993,1.785111749184064e-05,NA,NA,0.0
0.0,128,maxfocus,3,28,2041561035,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,128,maxfocus,7,28,2041561035,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,128,single,NA,29,2109767303,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,NA,NA,0.0
0.0,128,mean,NA,29,2109767303,5.607523121417982e-31,302.51228927021225,0.00040259323337177993,1.785111749184064e-05,NA,NA,0.0
0.0,128,maxfocus,3,29,2109767303,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,128,maxfocus,7,29,2109767303,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,128,single,NA,30,1975934648,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,NA,NA,0.0
0.0,128,mean,NA,30,1975934648,5.607523121417982e-31,302.51228927021225,0.00040259323337177993,1.785111749184064e-05,NA,NA,0.0
0.0,128,maxfocus,3,30,1975934648,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,128,maxfocus,7,30,1975934648,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,128,single,NA,31,675112109,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,NA,NA,0.0
0.0,128,mean,NA,31,675112109,5.607523121417982e-31,302.51228927021225,0.00040259323337177993,1.785111749184064e-05,NA,NA,0.0
0.0,128,maxfocus,3,31,675112109,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,128,maxfocus,7,31,675112109,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,128,single,NA,32,246442392,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,NA,NA,0.0
0.0,128,mean,NA,32,246442392,5.607523121417982e-31,302.51228927021225,0.00040259323337177993,1.785111749184064e-05,NA,NA,0.0
0.0,128,maxfocus,3,32,246442392,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,128,maxfocus,7,32,246442392,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,128,single,NA,33,1770935076,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,NA,NA,0.0
0.0,128,mean,NA,33,1770935076,5.607523121417982e-31,302.51228927021225,0.00040259323337177993,1.785111749184064e-05,NA,NA,0.0
0.0,128,maxfocus,3,33,1770935076,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,128,maxfocus,7,33,1770935076,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,128,single,NA,34,1961995580,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,NA,NA,0.0
0.0,128,mean,NA,34,1961995580,5.607523121417982e-31,302.51228927021225,0.00040259323337177993,1.785111749184064e-05,NA,NA,0.0
0.0,128,maxfocus,3,34,1961995580,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,128,maxfocus,7,34,1961995580,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,128,single,NA,35,1177616631,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,NA,NA,0.0
0.0,128,mean,NA,35,1177616631,5.607523121417982e-31,302.51228927021225,0.00040259323337177993,1.785111749184064e-05,NA,NA,0.0
0.0,128,maxfocus,3,35,1177616631,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,128,maxfocus,7,35,1177616631,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,128,single,NA,36,1799739644,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,NA,NA,0.0
0.0,128,mean,NA,36,1799739644,5.607523121417982e-31,302.51228927021225,0.00040259323337177993,1.785111749184064e-05,NA,NA,0.0
0.0,128,maxfocus,3,36,1799739644,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,128,maxfocus,7,36,1799739644,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,128,single,NA,37,563648239,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,NA,NA,0.0
0.0,128,mean,NA,37,563648239,5.607523121417982e-31,302.51228927021225,0.00040259323337177993,1.785111749184064e-05,NA,NA,0.0
0.0,128,maxfocus,3,37,563648239,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,128,maxfocus,7,37,563648239,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,128,single,NA,38,1485229193,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,NA,NA,0.0
0.0,128,mean,NA,38,1485229193,5.607523121417982e-31,302.51228927021225,0.00040259323337177993,1.785111749184064e-05,NA,NA,0.0
0.0,128,maxfocus,3,38,1485229193,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,128,maxfocus,7,38,1485229193,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,128,single,NA,39,135853299,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,NA,NA,0.0
0.0,128,mean,NA,39,135853299,5.607523121417982e-31,302.51228927021225,0.00040259323337177993,1.785111749184064e-05,NA,NA,0.0
0.0,128,maxfocus,3,39,135853299,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,128,maxfocus,7,39,135853299,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,128,single,NA,40,1941265339,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,NA,NA,0.0
0.0,128,mean,NA,40,1941265339,5.607523121417982e-31,302.51228927021225,0.00040259323337177993,1.785111749184064e-05,NA,NA,0.0
0.0,128,maxfocus,3,40,1941265339,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,128,maxfocus,7,40,1941265339,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,-0.0,-0.0,0.0
0.0,128,single,NA,41,148375819,0.0,inf,0.0004025932333717802,1.7851117491840634e-05,NA,NA,0.0
