sigma,N,rule,window,MSE_mean,MSE_std,MSE_median,MSE_P05,MSE_P95,PSNR_mean,PSNR_std,PSNR_median,PSNR_P05,PSNR_P95,laplacian_variance_mean,laplacian_variance_std,laplacian_variance_median,laplacian_variance_P05,laplacian_variance_P95,dct_hf_energy_mean,dct_hf_energy_std,dct_hf_energy_median,dct_hf_energy_P05,dct_hf_energy_P95,selection_entropy_mean,selection_entropy_std,selection_entropy_median,selection_entropy_P05,selection_entropy_P95,selection_entropy_normalized_mean,selection_entropy_normalized_std,selection_entropy_normalized_median,selection_entropy_normalized_P05,selection_entropy_normalized_P95,clipping_fraction_mean,clipping_fraction_std,clipping_fraction_median,clipping_fraction_P05,clipping_fraction_P95
0.04,4,maxfocus,3.0,0.002274883027897431,6.1693985635408345e-06,0.0022749258772885,0.00226474604664808,0.0022847964702761552,26.430425102630398,0.011776641833784365,26.430327502721017,26.41152487258154,26.449804907275347,0.05484817276201997,0.00020571744913594353,0.05484751859264225,0.0545749276119101,0.055202885655891605,0.00464241462419327,1.610097599813036e-05,0.0046437498690586505,0.0046180206956241195,0.004666997074877315,1.3862250957705036,5.38367627249699e-05,1.3862357041887554,1.3861188581948314,1.38628338747288,0.9999500356119672,3.883501530041477e-05,0.9999576879681689,0.9998734014001778,0.9999920841869387,5.359375e-06,2.648812373837175e-06,4.6875e-06,1.5625e-06,9.375e-06
0.04,8,maxfocus,3.0,0.002609541504078327,7.096100502942928e-06,0.0026085260066137997,0.00259824853910586,0.0026207680267678,25.8343737982425,0.011802855352141386,25.836048292154132,25.81571424030988,25.853193082802907,0.06585800117018313,0.00021360041763584454,0.065888785257517,0.06546456718158576,0.06611746577111748,0.0054404187803302325,1.7302890999168202e-05,0.005439060871954849,0.0054148134027524105,0.005463607998704845,2.0793055966016163,6.469242563546559e-05,2.0793120813230166,2.079208780679509,2.0793984197456026,0.9999346242366065,3.111048054912312e-05,0.9999377427284084,0.9998880656197054,0.9999792627331092,5.851562500000001e-06,2.2110893278257663e-06,5.46875e-06,3.125e-06,9.375e-06
0.04,16,maxfocus,3.0,0.0029530111904726725,8.037896854912987e-06,0.0029530496236852,0.002941003106851335,0.002964330829852735,25.297365018024422,0.011831224011262879,25.297292550128326,25.280733292365134,25.315045167864227,0.07692900148823636,0.00029474376036541563,0.07693230672319995,0.07647559560022106,0.07739656184186428,0.0062418446126443995,2.3313226142650144e-05,0.0062446616409642,0.00619997446101801,0.00627466221458703,2.7723334706622222,9.984993656742745e-05,2.772344591982292,2.7721581096633137,2.772474827202182,0.9999079374537194,3.601325207972412e-05,0.9999119486220474,0.9998446893428465,0.9999589210485187,5.9179687499999994e-06,1.6862081998487192e-06,5.859375e-06,3.125e-06,8.61328125e-06
0.04,32,maxfocus,3.0,0.0033038384497381707,9.001783867673466e-06,0.0033051031250699,0.00328946081932808,0.003317264562181935,24.809827938707723,0.011839122977698725,24.80814985336072,24.792198907676013,24.82875283331868,0.0880998563822617,0.0003270384960965589,0.08814615269278706,0.08754102321687389,0.08862457189208765,0.007058027776159348,2.3703712107419964e-05,0.007058424597583501,0.007020453784910295,0.007097220243103696,3.465254186541913,0.0001321094988793769,3.465272305937731,3.4650394575768084,3.4654346010428023,0.9998610060687473,3.8118743777516786e-05,0.9998662342212457,0.9997990483861291,0.9999130626898948,6.037109375000001e-06,9.369305766232295e-07,6.0546875e-06,4.4921875e-06,7.431640625e-06
0.04,64,maxfocus,3.0,0.0036717142198696403,9.279269992467003e-06,0.00367342442624895,0.00365661083695069,0.0036843918381005247,24.35132501913301,0.010977641446138997,24.349288905609825,24.336341884796248,24.369212579851396,0.09954243228621067,0.0003430385815837491,0.0995660362597577,0.09887750277897724,0.1001094191785541,0.007906738211549162,2.379243209900632e-05,0.0079069093000218,0.007868629965059167,0.007940200897534935,4.157988192053067,0.0001353371111295098,4.158008016953836,4.157791272258876,4.158174080652528,0.9997848241249712,3.25416965124749e-05,0.9997895910059755,0.9997374749232159,0.9998295208850714,5.9677734375e-06,8.25600436002607e-07,5.95703125e-06,4.78515625e-06,7.421875e-06
0.04,128,maxfocus,3.0,0.004060871946774503,1.0620346125983137e-05,0.00405893928523845,0.004046622122859135,0.0040758591587869404,23.913821754548373,0.011358007184918377,23.915874449966594,23.89780831845014,23.929073488716814,0.11126930689590368,0.00040883216149748865,0.11126574122987004,0.11058864906701446,0.11185741723634833,0.008794591666140376,3.0249478535697604e-05,0.008796866423112351,0.008741756646136306,0.00883974297276475,4.850460518320698,0.00019500062281923062,4.850459685897465,4.850124988671614,4.850776629454043,0.9996764765441404,4.018949021592066e-05,0.9996763049823019,0.9996073241211683,0.9997416268247756,6.0288085937499985e-06,5.849278031616321e-07,5.9814453125e-06,5.078125e-06,7.0361328125e-06
0.0,1,maxfocus,7.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0004025932333716999,5.448320913670614e-20,0.0004025932333717,0.0004025932333717,0.0004025932333717,1.785111749184063e-05,3.405200571044134e-21,1.7851117491840634e-05,1.7851117491840634e-05,1.7851117491840634e-05,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2,maxfocus,7.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0004025932333716999,5.448320913670614e-20,0.0004025932333717,0.0004025932333717,0.0004025932333717,1.785111749184063e-05,3.405200571044134e-21,1.7851117491840634e-05,1.7851117491840634e-05,1.7851117491840634e-05,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,4,maxfocus,7.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0004025932333716999,5.448320913670614e-20,0.0004025932333717,0.0004025932333717,0.0004025932333717,1.785111749184063e-05,3.405200571044134e-21,1.7851117491840634e-05,1.7851117491840634e-05,1.7851117491840634e-05,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,8,maxfocus,7.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0004025932333716999,5.448320913670614e-20,0.0004025932333717,0.0004025932333717,0.0004025932333717,1.785111749184063e-05,3.405200571044134e-21,1.7851117491840634e-05,1.7851117491840634e-05,1.7851117491840634e-05,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,16,maxfocus,7.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0004025932333716999,5.448320913670614e-20,0.0004025932333717,0.0004025932333717,0.0004025932333717,1.785111749184063e-05,3.405200571044134e-21,1.7851117491840634e-05,1.7851117491840634e-05,1.7851117491840634e-05,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,32,maxfocus,7.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0004025932333716999,5.448320913670614e-20,0.0004025932333717,0.0004025932333717,0.0004025932333717,1.785111749184063e-05,3.405200571044134e-21,1.7851117491840634e-05,1.7851117491840634e-05,1.7851117491840634e-05,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,64,maxfocus,7.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0004025932333716999,5.448320913670614e-20,0.0004025932333717,0.0004025932333717,0.0004025932333717,1.785111749184063e-05,3.405200571044134e-21,1.7851117491840634e-05,1.7851117491840634e-05,1.7851117491840634e-05,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,128,maxfocus,7.0,0.0,0.0,0.0,0.0,0.0,,,,,,0.0004025932333716999,5.448320913670614e-20,0.0004025932333717,0.0004025932333717,0.0004025932333717,1.785111749184063e-05,3.405200571044134e-21,1.7851117491840634e-05,1.7851117491840634e-05,1.7851117491840634e-05,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,1,maxfocus,7.0,9.997651534787683e-05,3.95078387722222e-07,9.999251199941976e-05,9.941647909799641e-05,0.000100610384324715,40.001053626702536,0.017166230910388484,40.0003252165287,39.97357192073455,40.02541621845428,0.0023938844320099376,9.769714146072098e-06,0.00239315952067355,0.0023767466099364797,0.00240896219226414,0.000197920056236653,9.574062799791463e-07,0.0001979183138044,0.000196440279242035,0.00019933612370455999,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01,2,maxfocus,7.0,0.00010884712534966501,3.9080480050028294e-07,0.00010883782724869999,0.000108257015334755,0.000109491553609895,39.63185806952192,0.015590926075248628,39.632201371801514,39.606193821083615,39.65543956959004,0.0027155210354619214,1.1036291300729548e-05,0.00271629701504855,0.0026977268378240303,0.002733606975559105,0.00022345767377175897,9.7297413419589e-07,0.00022354828193345,0.0002219714298398,0.00022497106689891002,0.6930174279295934,0.000203201553573768,0.6930927739091683,0.6926780371354484,0.693146446981641,0.999812806523649,0.0002931578736418032,0.9999215077947328,0.9993231691080128,0.9999989416702184,0.0,0.0,0.0,0.0,0.0
0.01,4,maxfocus,7.0,0.00011671045841536198,3.966330591311909e-07,0.0001167350514848,0.000116027746211725,0.000117413168102945,39.32892707811308,0.014758618767487084,39.327987212568985,39.302831934603425,39.35438143809711,0.0029861197581174,1.1828813339196434e-05,0.002988849228586,0.0029646571349284654,0.0030019110455956153,0.00024444304270454097,9.94866826203168e-07,0.0002444804417143,0.00024265910360194,0.00024587718731297,1.3859886455060209,0.000271745691903674,1.3860688899025777,1.385361998968499,1.3862557397224822,0.999779472799974,0.00019602308104618704,0.9998373568964597,0.9993274428739374,0.9999721405507435,0.0,0.0,0.0,0.0,0.0
0.01,8,maxfocus,7.0,0.00012374546478178302,4.466499639746567e-07,0.00012375138861725,0.00012302758877300003,0.000124517164489025,39.07473509672718,0.015676265919249914,39.074499216918674,39.047707779409606,39.09997488433017,0.0032195027875738854,1.4268924651832807e-05,0.0032199562776417,0.00319766812010225,0.0032449265674097698,0.000262564956102176,1.175115977924461e-06,0.00026256474736605,0.000260572568115125,0.00026452145924944,2.0788100486815386,0.00029527918397812426,2.078842801558074,2.078230058991748,2.079185432891568,0.9996963160610002,0.00014199927146763865,0.9997120668651842,0.9994173999779243,0.9998768377070792,0.0,0.0,0.0,0.0,0.0
0.01,16,maxfocus,7.0,0.00013025854967879896,4.79434227651502e-07,0.0001302455660102,0.000129536202321515,0.00013093910273131,38.851966742352836,0.015986049383526126,38.85237054304598,38.82930643826018,38.87608843639695,0.0034314158848260273,1.3907378891403748e-05,0.0034286215342724,0.0034110266478343653,0.00345690720841951,0.000278623728210417,1.1578923934968647e-06,0.00027858051988705003,0.00027706254389842,0.00028054625193573996,2.771543746705869,0.00036407785890138863,2.7715926683044714,2.770894443666328,2.772113501882437,0.9996231047448437,0.00013131333038364599,0.9996407494817676,0.9993889181760486,0.9998286004867825,0.0,0.0,0.0,0.0,0.0
0.01,32,maxfocus,7.0,0.000136227142348577,4.03562695337974e-07,0.00013623487367515,0.00013557169583182,0.00013691017276947,38.65738239973845,0.012864788973449177,38.6571170666074,38.6356428704485,38.678309725917586,0.003625808944811826,1.425301966087206e-05,0.003627416619135,0.00360217381533203,0.00365000204408159,0.000293457130338023,1.1051722208773862e-06,0.0002934354199187,0.00029182804806371,0.000295354744005015,3.4638471239978075,0.00048800167945540953,3.4638422707006464,3.463009698614321,3.464560460255567,0.9994550136378271,0.00014080752057916355,0.9994536132722778,0.9992133837482531,0.9996608389741383,0.0,0.0,0.0,0.0,0.0
0.01,64,maxfocus,7.0,0.000141843438718371,4.936645029487085e-07,0.00014184548125885,0.000141076743022535,0.00014273566286923,38.48193350507674,0.015105796038850613,38.48184495049745,38.454675039640776,38.50544575256921,0.003800431047044385,1.5772056357742255e-05,0.0037981484645669998,0.0037774812417355947,0.0038243330588966697,0.00030700257665933895,1.2431720901363765e-06,0.00030691570895505,0.000305036515033115,0.00030917470260708997,4.155629349633127,0.000526659545789763,4.155660848808498,4.154810102857819,4.156447686907728,0.9992176424147238,0.0001266348524912827,0.9992252163654067,0.9990206552047232,0.9994144109360303,0.0,0.0,0.0,0.0,0.0
0.01,128,maxfocus,7.0,0.00014728944625256698,4.698627057233319e-07,0.0001472753398427,0.000146622317255525,0.00014807335675339,38.31830558635525,0.01385589960589409,38.31869966607066,38.29523078554102,38.337999236533214,0.003976774021898177,1.738464373800073e-05,0.003977220593681699,0.0039471553279390795,0.00400573363578155,0.000320285430650718,1.2843898204856725e-06,0.00032029235330295,0.00031838181038577,0.000322158379132625,4.8462365696393315,0.0007114337785500202,4.84626489697008,4.844967618681519,4.847309516427227,0.9988059237133435,0.0001466259977478689,0.9988117619561426,0.9985443938199197,0.9990270572862059,0.0,0.0,0.0,0.0,0.0
0.02,1,maxfocus,7.0,0.0004003720414674699,1.111795588484433e-06,0.0004003324703695,0.000398530448515245,0.0004021225443223,33.97537914331562,0.012055001900328561,33.975791835037846,33.956415889565314,33.99538492050707,0.00838158606174435,3.0773186149154825e-05,0.00838468081163795,0.00832717983008561,0.008426439804257856,0.0007384272411799461,3.001445192808123e-06,0.0007384545558981499,0.000733565761943055,0.00074334407472473,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,2,maxfocus,7.0,0.00043577124031053905,1.381143494960262e-06,0.00043570820546995,0.00043325514256856,0.000437890363725385,33.60743596202179,0.01377108611687104,33.608042649201636,33.58634612207753,33.63256274539274,0.009614547191143505,4.224146662924955e-05,0.0096148487119345,0.00953640469837333,0.00968203503645263,0.0008363991462091891,3.696224808200908e-06,0.0008370273218505,0.00082957074800809,0.0008424198895033851,0.6930382235134889,0.0001531477065120208,0.6930939411385516,0.6927566669597417,0.6931464676691506,0.9998428082094071,0.00022094543670841548,0.9999231917507755,0.9994366079655865,0.9999989715159857,0.0,0.0,0.0,0.0,0.0
0.02,4,maxfocus,7.0,0.0004676684224594489,1.414170946440702e-06,0.0004677698245044,0.000465450701988375,0.000469447464027895,33.300639186104405,0.013131120263573472,33.299677976486265,33.28413007787825,33.32126310414676,0.010674788176062315,4.305430879549892e-05,0.010675332195481599,0.01059834924429365,0.01073781961587314,0.000918412679409683,3.698550158874494e-06,0.0009181752935497,0.000912101582721665,0.00092411280074576,1.3859913161655526,0.000295246608350628,1.3861094773062266,1.385375753174797,1.3862600542463888,0.9997813992736052,0.00021297540885335413,0.9998666345194431,0.9993373644365461,0.9999752528218653,0.0,0.0,0.0,0.0,0.0
0.02,8,maxfocus,7.0,0.0004961009573934339,1.5717269879551636e-06,0.0004962946181206499,0.0004933160219752701,0.000498322549330615,33.044320922854574,0.013757621607990154,33.042604369314006,33.02489460756862,33.068747792422,0.01157643534034026,4.938068821178716e-05,0.0115755205222201,0.011493120188691044,0.011651363097999065,0.0009878894447952389,3.85245940483368e-06,0.0009881933735349999,0.00098067738508861,0.0009932510567885848,2.078815488441512,0.00032769636089430027,2.0788718425455004,2.0782131346469503,2.079246810693286,0.9996989320325792,0.00015758863825986397,0.999726032628032,0.9994092610884876,0.9999063541904658,0.0,0.0,0.0,0.0,0.0
0.02,16,maxfocus,7.0,0.000522807159845498,1.6410473072310848e-06,0.0005228314875535,0.000520219873790105,0.0005258020836806,32.81660590099476,0.013625407338540702,32.81638264927555,32.79177699691085,32.83813064556546,0.012405477150307662,5.045595455969359e-05,0.01240086502564095,0.01232604131661856,0.012482761967698616,0.0010512823860225104,3.921762447519606e-06,0.00105130240520605,0.001045492343120265,0.00105769708985626,2.771564980398209,0.00031590147335828383,2.7715627518093453,2.771021500284073,2.7720128022438186,0.9996307631805033,0.00011393737225587795,0.999629959386978,0.9994347441641318,0.999792280769469,0.0,0.0,0.0,0.0,0.0
0.02,32,maxfocus,7.0,0.000546864752625548,1.8602574857991663e-06,0.0005467351344222,0.000544121977186355,0.000550404662887435,32.62122553041386,0.014764066736282175,32.62223017953519,32.593178955493634,32.64303732514099,0.01314633120335321,5.5260447223605916e-05,0.0131480527712029,0.013055924353306131,0.013245946426466124,0.00110812612638054,4.55311207602883e-06,0.0011079285812146998,0.0011005261295170248,0.001115384250314035,3.4637749069028585,0.0004736769405426669,3.4637647007058057,3.4629771726971192,3.4645307743327525,0.9994341761888771,0.00013667427462087567,0.999431231302902,0.9992039987523634,0.9996522734274126,0.0,0.0,0.0,0.0,0.0
0.02,64,maxfocus,7.0,0.000570239168269598,1.930600926449909e-06,0.00057035468051725,0.000567144235288345,0.00057366782059786,32.43945419735373,0.014704371774172543,32.438549916297035,32.413395109165286,32.4630647815557,0.013846054239020196,6.0195730605402866e-05,0.01384484120115805,0.013749421745718285,0.013951382718644715,0.0011621725011081371,5.110041149132968e-06,0.0011622546120343001,0.00115424884626346,0.0011709808044274449,4.155389012587538,0.0006150558642077341,4.155397362564813,4.1545183099727945,4.156424606989044,0.9991598535707547,0.00014788967419369374,0.9991618613158888,0.9989504938466913,0.9994088613886589,9.765625e-10,9.765624999999997e-09,0.0,0.0,0.0
0.02,128,maxfocus,7.0,0.000592030856037751,1.8335015847206253e-06,0.0005922263986092499,0.000588956511547895,0.000594791141759515,32.276577205311284,0.013454601759650324,32.2751223775931,32.25635508557567,32.299167722765944,0.014494657119357744,5.911318590770567e-05,0.01449209631376115,0.014417919657033495,0.014590419277855685,0.001211528682957589,4.822389321860646e-06,0.00121166489203225,0.0012048658755702399,0.001218928936978995,4.846133039396026,0.000776389764987722,4.846183773072598,4.844753266752536,4.847342732302906,0.9987845862035439,0.0001600133805349608,0.9987950423783429,0.998500216039213,0.9990339030546516,0.0,0.0,0.0,0.0,0.0
0.03,1,maxfocus,7.0,0.0008997921815529988,3.669904224871931e-06,0.0008996734686987,0.00089407679394391,0.00090647227355968,30.45861360291549,0.01771076611021538,30.459150869060977,30.426454753171633,30.486251774037033,0.01832403825122314,8.645690250877857e-05,0.01832681095045785,0.018174268193697548,0.018472055695683342,0.001635003401902356,7.862853219598577e-06,0.0016351798704973,0.001620444505740045,0.001647850878300375,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25e-07,8.794080883518108e-07,0.0,0.0,0.0
0.03,2,maxfocus,7.0,0.0009815249045997828,3.481630545450112e-06,0.00098140190236355,0.0009758274981721101,0.000986399070297665,30.081013838079745,0.015415826178322685,30.081531051750403,30.059473528338923,30.10626948254162,0.021139254468303253,8.864456207413347e-05,0.02113813759296415,0.021001366720685002,0.02127250883102573,0.001857653552515591,8.185788480095218e-06,0.00185823181582315,0.0018432414299028549,0.0018691922862102848,0.6930375457701752,0.00013607900016633545,0.6930938483161654,0.6927610270913555,0.6931461990752477,0.9998418304324896,0.00019632049870909525,0.9999230578363794,0.9994428983058435,0.9999985840168938,4.0625000000000003e-07,1.0562427155925972e-06,0.0,0.0,3.125e-06
0.03,4,maxfocus,7.0,0.0010537598737349633,4.00683217976222e-06,0.0010537115414126,0.00104598166921384,0.001059911509121835,29.772614531954545,0.01652164344386998,29.772782632033312,29.747303921307427,29.804759266843725,0.02348719830434121,0.00010334749617943655,0.02349208918129725,0.023319451920353236,0.02363474149737269,0.002038660521156749,9.63949266213803e-06,0.0020387489722788997,0.002022517476386315,0.00205208399380472,1.3859697772114676,0.00028105178813449044,1.386064755507645,1.3853316712541088,1.3862491456676012,0.999765862202483,0.00020273601048730186,0.9998343745609266,0.9993055660523611,0.9999673839456054,3.7499999999999996e-07,6.706792124858247e-07,0.0,0.0,1.5625e-06
0.03,8,maxfocus,7.0,0.0011179872940348182,3.747525849840936e-06,0.00111770203755,0.001112251288883275,0.00112342275310313,29.515655468842954,0.01455408480236808,29.51673958325336,29.494567931484735,29.537970823695595,0.025524067440283394,0.00010488884784069896,0.02552673532592855,0.025342057631720843,0.025688629586595416,0.0021953575765972354,8.257096951630178e-06,0.002194675888574,0.00218101899487153,0.002208015728461565,2.078752391779071,0.0003423872730605027,2.0788249213973478,2.0781467690385624,2.0791896835943207,0.9996685889519127,0.0001646534736359522,0.9997034683254475,0.9993773459771188,0.9998788818630064,3.125e-07,4.5783805884975666e-07,0.0,0.0,8.203124999999978e-07
0.03,16,maxfocus,7.0,0.001176744588677704,4.0142411050871935e-06,0.00117685670511785,0.001170854930036095,0.00118353271211634,29.29320291994653,0.014815905800396396,29.292764141650366,29.268197340303626,29.314969216168876,0.027335333724926834,0.00011500189931941072,0.02733998193488725,0.027172574592912887,0.027521617660593762,0.002332732650714544,9.937596830846927e-06,0.0023324227194501997,0.002315549161530245,0.00234599674915557,2.771510729507365,0.0003465811238435206,2.7715263551700553,2.770950952122005,2.7720139692006565,0.9996111963077073,0.00012500271715869493,0.9996168320742258,0.9994092992932418,0.9997927016601798,3.124999999999999e-07,3.8063293538857784e-07,3.90625e-07,0.0,8.007812499999989e-07
0.03,32,maxfocus,7.0,0.001232053020756187,3.912038338470232e-06,0.0012322517745828499,0.0012250451686507,0.00123816180413394,29.09372769592346,0.013790141866479005,29.093005478722443,29.07222597927,29.118478981811933,0.029000443434349918,0.0001369531458308561,0.029009225052916247,0.02877359798440042,0.02922169985950434,0.002460291684924594,1.094109061846356e-05,0.0024603747665349496,0.002442971434005665,0.0024791987369054,3.4637524373410016,0.0004878493606279707,3.463763826452414,3.462797253352713,3.464436920989798,0.9994276928437845,0.00014076357065576257,0.9994309790466955,0.9991520850031765,0.999625193076922,3.3984375000000005e-07,2.583666946780801e-07,3.90625e-07,0.0,7.8125e-07
0.03,64,maxfocus,7.0,0.0012847067585222338,4.5809843094162e-06,0.001284613879393,0.001277310321935385,0.001292355607817355,28.911987220992337,0.015475684210822,28.9122739056506,28.886179687473607,28.937035786818722,0.030578557819530783,0.00013509033628143448,0.030584125922704652,0.03036890814964789,0.030765964371983198,0.0025804851102733937,1.1304940425335377e-05,0.0025795867674712498,0.002563694028114955,0.00259729686698997,4.155464034733872,0.0005661196950860426,4.1554876451629035,4.1544004167393265,4.156383676453918,0.9991778925838336,0.00013612301277501763,0.9991835696919797,0.9989221465161447,0.9993990196753175,3.056640625e-07,1.6694144515080613e-07,2.9296875e-07,9.765625e-08,6.8359375e-07
0.03,128,maxfocus,7.0,0.0013344790811275114,4.103519023319279e-06,0.00133466790395035,0.0013273986918864,0.00134073444381135,28.746902615347558,0.013350236385934081,28.746267833122978,28.726572357677547,28.769986146841703,0.03204344297549191,0.00012603580092194336,0.0320480474472289,0.031834883935413935,0.032257263986338144,0.0026928117529556013,1.0678515431668456e-05,0.0026935152195997503,0.0026754004202270802,0.002708978032236855,4.846129231739419,0.0007136940991374828,4.846087479506556,4.844939784738031,4.847302660293057,0.9987838014482147,0.00014709184821962238,0.9987751963426008,0.9985386572638856,0.9990256442418104,2.9248046875e-07,1.2366189386514042e-07,2.9296875e-07,9.765625e-08,4.907226562499999e-07
0.04,1,maxfocus,7.0,0.001599630226326461,5.448361949395765e-06,0.0015993088823548001,0.00159159569452306,0.00160801553068408,27.959828911157842,0.014788091079801976,27.96067650886249,27.93709761133168,27.98167244381662,0.032251475018154695,0.00013816352232615586,0.032249527912156795,0.03202606774185168,0.03246883724618585,0.002884858276854076,1.2517090778108531e-05,0.0028835359360184004,0.00286574054285044,0.00290520593550228,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.937500000000001e-06,6.242103597604924e-06,6.25e-06,0.0,1.875e-05
0.04,2,maxfocus,7.0,0.0017452421656431899,5.180314870086115e-06,0.00174581284104825,0.0017375958176355701,0.00175396022208578,27.581461973329937,0.012893159513553326,27.580023165120494,27.559802602922954,27.600512377587574,0.0372322554896022,0.00013260139163382518,0.037230022162126,0.037045515590245486,0.037454447848484965,0.003277450645952519,1.0649091465733493e-05,0.00327761110827405,0.003258835857651915,0.003292759136142505,0.6930413849728215,0.00013507939601889422,0.6930870341932605,0.6928105520264163,0.693146774485671,0.9998473692311086,0.00019487837476274528,0.9999132271350561,0.999514347684056,0.9999994141586582,6.6875e-06,4.508252113758958e-06,6.25e-06,0.0,1.5625e-05
0.04,4,maxfocus,7.0,0.0018729388440900119,6.224411636462001e-06,0.0018729592338112499,0.0018629559469331952,0.00188219653871657,27.27478776596598,0.01442916288581505,27.27471677062753,27.253350431425673,27.29797414690263,0.04140460782800717,0.00017593543390427945,0.04141921126633215,0.0411432334009105,0.04168666956636218,0.003599953200629231,1.5443315334722514e-05,0.0035994062848722997,0.003574018154575495,0.0036232293349527604,1.3859829308774376,0.00023694960344534073,1.3860489951641664,1.3855190385674165,1.3862640767604952,0.9997753505668154,0.0001709230089156032,0.9998230058762367,0.999440722999228,0.9999781544524419,5.359375e-06,2.648812373837175e-06,4.6875e-06,1.5625e-06,9.375e-06
0.04,8,maxfocus,7.0,0.001988339288053575,6.462309519758648e-06,0.0019888659371708,0.0019783081189931303,0.001998334461101355,27.01511777713763,0.014118817986097912,27.013944902448586,26.993318257732234,27.03706066992302,0.04503515780890955,0.00018980105654059935,0.045068818501587296,0.044730787352451236,0.04528739455362252,0.003875241787282939,1.597079643485146e-05,0.00387693329657275,0.0038457448956299247,0.003898623659235375,2.078855538102768,0.00027508929718403455,2.0789069950913683,2.078334188945314,2.079230564934746,0.9997181918484739,0.0001322899882830159,0.9997429374292313,0.9994674759004635,0.9998985416320387,5.851562500000001e-06,2.2110893278257663e-06,5.46875e-06,3.125e-06,9.375e-06
0.04,16,maxfocus,7.0,0.0020939951539316972,7.105045055840953e-06,0.0020938509822697,0.002083255776899785,0.00210666115468337,26.790268018630105,0.014732095424368803,26.790542300641125,26.76405312885138,26.812574053841875,0.048239531138160686,0.00022745422351688464,0.0482292488170815,0.04790069553136636,0.048611751663083375,0.004121873791106744,1.9022222302354732e-05,0.0041222592293842005,0.004091275611522725,0.00415392835148202,2.77146314897586,0.0004527239467231006,2.7715122072427385,2.7706343276512855,2.7721146591800734,0.9995940352584956,0.0001632856482072638,0.9996117292880808,0.9992951011548095,0.9998290178936726,5.9179687499999994e-06,1.6862081998487192e-06,5.859375e-06,3.125e-06,8.61328125e-06
0.04,32,maxfocus,7.0,0.0021921669128522293,6.7483876063231e-06,0.0021915860503797,0.002181818914680645,0.00220276204832756,26.591284179915387,0.013365701676896078,26.592414731624345,26.57032415591722,26.61181298747279,0.051214077714241926,0.00020031185374063304,0.0512154678556899,0.050925118212127106,0.05149981996811984,0.0043449074692518234,1.552972927357301e-05,0.004344309338949449,0.0043196989786715755,0.00436895067179807,3.46383196296066,0.0004989875839543547,3.4638477709913778,3.4629529046258423,3.464600214822359,0.9994506390872053,0.00014397738256723152,0.99945520032071,0.999196996467147,0.999672309717411,6.037109375000001e-06,9.369305766232295e-07,6.0546875e-06,4.4921875e-06,7.431640625e-06
0.04,64,maxfocus,7.0,0.002283629323849776,7.287329723461411e-06,0.00228283439410665,0.002274003639397275,0.0022944247211944,26.41376577446151,0.013856011208981759,26.415255928299594,26.393261909058875,26.432088448689342,0.053903527538009796,0.0002344064208849767,0.0538953213144096,0.05355833046383492,0.05428394264103675,0.004550429353942016,1.835532309328192e-05,0.0045515312918673004,0.004527099667876045,0.004578539255169915,4.155520668434933,0.0005800596926845901,4.155507183874979,4.154559306742447,4.156407662182668,0.9991915101104447,0.00013947487367592967,0.9991882677591493,0.9989603514860699,0.9994047870239708,5.9677734375e-06,8.25600436002607e-07,5.95703125e-06,4.78515625e-06,7.421875e-06
