condition,window,landmark_delta,actual_delta,sampling_mse,fusion_mse,total_mse,sampling_psnr,fusion_psnr,total_psnr,sampling_ssim,fusion_ssim,total_ssim,focus_index_agreement,axial_error_kF_mean,axial_error_kF_median,axial_error_kF_p95,oracle_axial_error_mean,N_eff,R_Z,adjacent_overlap_mean,K
H_FINE,15,0.1,0.1,6.296386743898583e-05,3.7733594605314434e-05,0.000148052827791,90.1398896496312,92.36352181617292,86.42663654091373,0.999995009859193,0.9999973565395316,0.999988230778023,0.9483251350308642,0.0810942938339735,0.0,0.0511475563049321,0.0107030703195439,10.520920069526642,0.8701120979070784,0.8809884991309168,81
H_FINE,15,0.25,0.25,0.000100842813061,3.07455706306709e-05,0.0001615874507652,88.09435408831183,93.25297803007432,86.04672731378797,0.999992733976132,0.9999979492312244,0.9999873042079024,0.9579123263888888,0.1406637048189161,0.0499999999999998,0.1210526227951049,0.0602114323449516,11.658164757353676,0.6467222800801916,0.6669323513326975,33
H_FINE,15,0.5,0.5,0.0002268133987975,2.6406946100892438e-05,0.0002623614505364,84.57411654333217,93.91362181857842,83.94180337516381,0.99998483020301,0.9999982312072584,0.999980737748162,0.9682899305555556,0.2429071031583829,0.2000000000000001,0.2249645471572876,0.1738415604378203,9.78183863385506,0.4245977274202905,0.4511350853840588,17
H_FINE,15,1.0,1.0,0.0003717947438427,8.409507388167797e-06,0.0003790248501621,82.42777115120606,98.88309804412016,82.34412676138646,0.999971711071691,0.9999994950264148,0.9999708993093568,0.9710112847222222,0.2906379592671212,0.2000000000000001,0.4422840118408202,0.2171453523130468,7.347878055429733,0.1835691049522518,0.2065152430712833,9
H_FINE,15,2.0,2.0,0.0010362264793146,4.456728926680104e-06,0.0010243399514151,77.97625674988507,101.64064141237014,78.02636249421201,0.9999011494999368,0.9999996085699948,0.9999024817750184,0.9627498070987656,0.7985712909094683,0.7999999999999998,0.8916239738464355,0.6952242473615511,4.75654853047304,0.0486902939053919,0.0608628673817398,5
P_LF,3,0.1,0.1,8.996064011427299e-05,1.922530153452843e-05,0.0001280820503137,88.5902782387413,95.292072007557,87.05592089795219,0.9999909036308832,0.999998820206098,0.9999873592161728,0.9481746720679012,0.0579805114082105,0.0,0.0511475563049321,0.0107030703195439,25.08766405533001,0.6902757524033332,0.6989041993083749,81
P_LF,3,0.25,0.25,0.0001240579270488,2.090620091421044e-05,0.0001545503030916,87.19455840840176,94.92805241101313,86.2401049976419,0.9999886522228848,0.9999985511105278,0.9999852910289516,0.8885894097222222,0.1506339443697438,0.0499999999999998,0.3421051979064942,0.0602114323449516,20.496606982778083,0.3788906974915732,0.3907310317881849,33
P_LF,3,0.5,0.5,0.000203610309657,3.76198245151902e-05,0.0002523086306676,85.04280596467399,92.37663595497844,84.11148254277327,0.9999826498508728,0.9999971586052994,0.9999770273480076,0.7355362654320987,0.3438391397651023,0.2000000000000001,0.7000000000000002,0.1738415604378203,11.75964520806962,0.3082561642311988,0.3275221744956488,17
P_LF,3,1.0,1.0,0.000326234179707,4.385970919563495e-05,0.0003705886363885,82.99550900544673,91.71014613032784,82.44188262747971,0.999970897676706,0.9999968350054896,0.9999663153512504,0.840727237654321,0.3712610909160486,0.2000000000000001,0.7999999999999998,0.2171453523130468,7.46164272817286,0.170928585758571,0.1922946589783926,9
P_LF,3,2.0,2.0,0.0011549252542817,9.95012820535808e-06,0.0011458853213635,77.50526482876465,98.15251684290942,77.53939204659814,0.9998680903886756,0.999999227466043,0.9998690066302256,0.937047164351852,0.7924081155002094,0.7999999999999998,1.1578948020935058,0.6952242473615511,4.038729257728739,0.1922541484542522,0.2403176855678153,5
P_LF,7,0.1,0.1,8.996064011427299e-05,3.057264428294091e-05,0.0001548880546699,88.5902782387413,93.2774735760715,86.23062435626339,0.9999909036308832,0.9999977924881308,0.999984748533912,0.957436824845679,0.0640600480614402,0.0,0.0469522476196289,0.0107030703195439,15.488525906910336,0.8087836307788847,0.8188934261636209,81
