condition,window,landmark_delta,actual_delta,plateau_mse,plateau_axial_error_mean,ramp_mse,ramp_axial_error_mean,hard_step_mse,hard_step_axial_error_mean,protrusion_mse,protrusion_axial_error_mean
H_COARSE,7,1.0,1.0,5.333399669070258e-05,0.2129345042333605,0.0004782535337322,0.3938551018804445,0.0003887294409303,2.098449738228197,0.004315944266472,0.0112688490072626
H_COARSE,7,2.0,2.0,0.0002980918777032,0.96893859230458,0.0009868746088378,0.5526588776387583,0.0003461087196083,1.9405375912363587,0.0043894563616602,0.0245702083114698
H_COARSE,15,0.1,0.1,0.0001009607764108,0.3340121244037869,0.0002671131178717,0.1690019769065434,0.0006299778237396,3.1766937157791526,0.0042916340728936,0.0136384235120714
H_COARSE,15,0.25,0.25,8.991118864743692e-05,0.3964237532474289,0.0002798925989382,0.2029383213991117,0.000426809443205,2.165518133331162,0.004284977800521,0.0116808378676994
H_COARSE,15,0.5,0.5,6.494023996622347e-05,0.2170330316179443,0.0003290099500142,0.2128827399060906,0.000283554670286,1.1163956883412005,0.0043064567752641,0.0133121592380094
H_COARSE,15,1.0,1.0,4.623971502736583e-05,0.172737626402092,0.0004925302569876,0.4249473866518458,0.0004198737770412,2.334746246472912,0.0043305508644272,0.0147838436176492
H_COARSE,15,2.0,2.0,0.000295544252583,0.9495368040364416,0.00098887856746,0.5433067701883103,0.0003357814621716,1.873997814928899,0.0043925417577154,0.0269492607521194
H_MIXED,3,0.1,0.1,6.167935886678354e-05,0.1362037043879324,0.0001684571446814,0.0710469169159797,0.0002193784195029,0.8374794478565676,0.0044388917558029,0.0113545735936374
H_MIXED,3,0.25,0.25,5.9869726488703504e-05,0.2095615928567456,0.0001999830284817,0.1359070144434314,0.0002100844712372,1.0687725807266693,0.0045101159983839,0.0043256481942305
H_MIXED,3,0.5,0.5,7.182166562607557e-05,0.2311290914218952,0.0003022777105334,0.1931536851625115,0.0001548736745136,0.8176367505652007,0.0044993714956673,0.0048705481393885
H_MIXED,3,1.0,1.0,6.419832132830748e-05,0.1993897099113094,0.0005355049402525,0.3665676023179826,0.0002593825128802,1.5870953711241085,0.0045271439387633,0.012152439307233
H_MIXED,3,2.0,2.0,0.0005114970335181,1.0077404026053691,0.0010898975013114,0.5510664303460222,0.0004063611332514,2.17301675303327,0.004562281123315,0.0223784708860064
