condition,delta,window,K,sampling_mse,sampling_psnr,sampling_ssim,fusion_mse,fusion_psnr,fusion_ssim,total_mse,total_psnr,total_ssim,focus_index_agreement,axial_error_kF_mean,axial_error_kF_median,axial_error_kF_p95,oracle_axial_error_mean,oracle_axial_error_median,oracle_axial_error_p95,N_eff,R_Z,adjacent_overlap_mean,region_plateau_mse,region_ramp_mse,region_hard_step_mse,region_protrusion_mse,region_plateau_axial_error_mean,region_ramp_axial_error_mean,region_hard_step_axial_error_mean,region_protrusion_axial_error_mean
H_LF,0.21,3,40,8.349677026826836e-05,88.91410683968701,0.9999932632507674,1.0842056140925822e-05,97.77968709110277,0.9999993464416861,9.879813865368269e-05,88.18331598264587,0.9999917604352503,0.9343672839506173,0.09907695492109206,0.040000000000000036,0.16999999999999993,0.04283476988418002,0.040000000000000036,0.08237448215484644,22.777386605961773,0.4305653348509557,0.44160547164200575,3.909137759485269e-05,0.00018362442264448795,0.00039539996040113866,0.003997911053240457,0.06765000990426052,0.13741370544526996,1.4547302091174972,0.020808100350334466
H_LF,0.22,3,38,8.255894199655989e-05,88.9631624208865,0.9999932938150035,1.5225681554255997e-05,96.3050361860224,0.9999988150506607,0.00010474741091293281,87.92937063741489,0.9999907848362122,0.9232002314814814,0.1650090583551354,0.08000000000000007,0.2178948020935063,0.06663736657724514,0.08000000000000007,0.10105262279510496,21.795724831878367,0.4264282938979377,0.4379533829222063,3.639467934843025e-05,0.00018862606599152548,0.0004062205856420716,0.0042895239207752355,0.044246794357152,0.16180064928059068,1.4950485909784603,0.010536494589552026
H_LF,0.23,3,36,8.869876673206839e-05,88.65162779426046,0.9999929696283549,1.4565170098125777e-05,96.49764800002677,0.9999988600367308,0.00011066042595728821,87.69088023287773,0.9999904517950617,0.895408950617284,0.1898391531562349,0.10999999999999988,0.3372524261474612,0.08232980380658907,0.10999999999999988,0.10999999999999988,21.65154100972516,0.3985683052854122,0.4099559711507097,3.748748253422704e-05,0.0001904622324593137,0.00033731268703949716,0.004360223524078638,0.05121111868321645,0.1569450310084511,1.091377091485946,0.00789254795279821
H_LF,0.24,3,35,8.687778414761703e-05,88.74171625335096,0.9999930536752577,1.0515413586645077e-05,97.91254002070453,0.9999993187065446,0.0001014507053638617,88.06825289936515,0.9999914854499142,0.9400520833333333,0.13109691949105093,0.08000000000000007,0.1563596725463866,0.061943227457389304,0.08000000000000007,0.09446140289306637,21.471555945160855,0.38652697299540417,0.3978954133776218,4.2398250826061936e-05,0.0001927427721738888,0.0004301378241769566,0.004312794894295348,0.09621366827804405,0.14607847925540648,1.5524536013496615,0.01238671878422649
H_LF,0.25,3,33,9.123336740915646e-05,88.52926655967666,0.9999928194819281,1.5413001249875945e-05,96.25193147240417,0.9999987858062899,0.00011038393423596225,87.70174492007303,0.9999904664592848,0.9162355324074074,0.15829126090174894,0.04999999999999982,0.20000000000000018,0.06021143234495161,0.04999999999999982,0.12105262279510498,20.52866689534804,0.3779191849894534,0.38972915952037385,6.952015889225547e-05,0.00020281840517508539,0.000539531939661921,0.004367240305601817,0.2980815979864301,0.19821278692830577,2.0311414975167743,0.005549139221963059
H_LF,0.26,3,32,8.848872002936648e-05,88.66192447698046,0.9999929316929128,1.1026504280115072e-05,97.70642510484203,0.9999992588344002,0.00010334916247384883,87.98773399347851,0.9999913266588543,0.9249474344135803,0.11103882466025139,0.019999999999999574,0.2400000000000002,0.04224809951981046,0.019999999999999574,0.10210369110107465,20.035606190914972,0.3738873065339071,0.38594818738983966,6.933226694328305e-05,0.0002024025081609841,0.0004976893584562721,0.004365346978774933,0.28881018399930686,0.17213883806335203,1.8235551817264355,0.007111485576162923
H_LF,0.27,3,31,9.269389437872901e-05,88.46029232170605,0.999992711172025,1.3759194161333463e-05,96.74487361672954,0.9999989583600122,0.000111271284510104,87.66697259317075,0.9999905858756595,0.9079171489197531,0.125548096276911,0.010000000000000231,0.2599999999999998,0.0367883970828545,0.010000000000000231,0.11236573696136448,19.567003450884858,0.3688063402940368,0.3810998849705047,4.056540131239765e-05,0.00021856481608729234,0.00042153902778599645,0.004337399081298858,0.08014998144824699,0.24606738595756134,1.646945767203671,0.007573236011175305
H_LF,0.28,3,30,9.163372647718228e-05,88.5102501245013,0.9999927886515582,1.0750843017653672e-05,97.81637840471136,0.9999992739314483,0.00010623685956074449,87.86805136716688,0.999991181681433,0.9256389853395062,0.11895719721230293,0.040000000000000036,0.23999999999999977,0.05308895200432408,0.040000000000000036,0.10884078979492218,19.218952265905187,0.3593682578031604,0.37176026669292445,6.058585550814862e-05,0.00020897446101442012,0.0005228396452893491,0.004344609822007163,0.23029758067692593,0.17541685835002216,1.82466000992566,0.012242347116765936
H_LF,0.29,3,29,9.588407963499344e-05,88.31333856936487,0.9999924591909904,1.540977412251888e-05,96.25284088019873,0.9999988212827313,0.00011643139996533311,87.47010241441698,0.9999900752453331,0.9053583140432099,0.17165585034835512,0.07000000000000028,0.21999999999999975,0.07355230736788736,0.07000000000000028,0.141052622795105,19.07194959665679,0.3423465656325245,0.3545732286908289,6.440045794377622e-05,0.00021440937876078848,0.00046542272910563714,0.0043669457131853785,0.25667205297755985,0.18191784160682825,1.8429894412576528,0.007883536306135417
H_LF,0.3,3,28,9.713483643725784e-05,88.25705347652338,0.9999923954251593,1.317322207369999e-05,96.93388347661522,0.9999989973589447,0.00011607170963809412,87.48353979589558,0.9999902028299558,0.8751485339506173,0.19012284743118113,0.10000000000000009,0.22732182741164061,0.07643690703318311,0.10000000000000009,0.11512279510498002,18.837190653217153,0.3272431909565302,0.33936330914010543,4.179051850808264e-05,0.00021997223883016146,0.0004693978446939523,0.004376697845144625,0.09499783258921704,0.2261807202522529,1.950854980003994,0.00788698328649823
