delta,s_z,C_bar,coverage_deficit,S_delta
0.031105256823921155,0.05179365,0.9997764964543367,0.0002235035456632506,0.014367898310165278
0.03134545127761822,0.0521936,0.9997730320510192,0.0002269679489808052,0.014478756745723997
0.031585645731315296,0.05259355,0.9997695410203701,0.00023045897962992168,0.014589613097693304
0.03182584018501237,0.0529935,0.999766023362892,0.0002339766371080021,0.014700467350152102
0.03206603463870944,0.05339345,0.999762479079091,0.00023752092090900678,0.014811319487137462
0.032306229092406505,0.0537934,0.9997589081694772,0.00024109183052278826,0.014922169492729254
0.03254642354610358,0.05419335,0.9997553106345646,0.0002446893654354243,0.01503301735098566
0.03278661799980065,0.0545933,0.9997516864748704,0.00024831352512955096,0.015143863045961888
0.03302681245349772,0.05499325,0.9997480356909166,0.0002519643090833634,0.01525470656173104
0.033267006907194786,0.0553932,0.9997443582832284,0.0002556417167716152,0.015365547882346753
0.03350720136089186,0.05579315,0.9997406542523349,0.0002593457476650629,0.015476386991883204
0.03374739581458893,0.0561931,0.9997369235987693,0.00026307640123068854,0.01558722387439862
0.033987590268285996,0.05659305,0.9997331663230681,0.0002668336769319213,0.015698058513959494
0.03422778472198307,0.056993,0.9997293824257724,0.00027061757422763844,0.015808890894634362
0.03446797917568014,0.05739295,0.9997255719074262,0.0002744280925738307,0.01591972100048812
0.03470817362937721,0.0577929,0.9997217347685782,0.0002782652314218259,0.016030548815590604
0.03494836808307428,0.05819285,0.9997178710097806,0.0002821289902193991,0.016141374324017632
0.03518856253677135,0.0585928,0.9997139806315888,0.00028601936841121667,0.016252197509811633
0.03542875699046842,0.05899275,0.9997100636345633,0.00028993636543672707,0.016363018357074884
0.03566895144416549,0.0593927,0.9997061200192671,0.0002938799807329362,0.01647383684985549
0.035909145897862565,0.05979265,0.9997021497862683,0.0002978502137317429,0.016584652972236345
0.03614934035155963,0.0601926,0.9996981529361374,0.0003018470638626036,0.01669546670827674
0.0363895348052567,0.06059255,0.99969412946945,0.0003058705305499787,0.01680627804206238
0.036629729258953775,0.0609925,0.9996900793867848,0.0003099206132152199,0.016917086957652195
0.03686992371265085,0.06139245,0.9996860026887251,0.00031399731127490504,0.01702789343914567
0.03711011816634791,0.0617924,0.9996818993758567,0.00031810062414328044,0.017138697470581627
0.037350312620044984,0.06219235,0.9996777694487704,0.00032223055122959643,0.017249499036059796
0.03759050707374205,0.06259229999999999,0.9996736129080604,0.0003263870919395506,0.017360298119652704
0.03783070152743912,0.06299225,0.9996694297543247,0.0003305702456752879,0.01747109470542306
0.038070895981136194,0.0633922,0.9996652199881653,0.0003347800118347344,0.01758188877747162
0.038311090434833266,0.06379215,0.9996609836101875,0.0003390163898124854,0.017692680319847897
0.03855128488853034,0.0641921,0.9996567206210012,0.00034327937899880645,0.017803469316647075
0.0387914793422274,0.06459205,0.9996524310212198,0.00034756897878018833,0.0179142557519529
0.039031673795924475,0.064992,0.9996481148114602,0.0003518851885397911,0.018025039609839512
0.03927186824962155,0.06539195,0.9996437719923433,0.00035622800765666707,0.018135820874378514
0.03951206270331862,0.0657919,0.9996394025644946,0.00036059743550542755,0.018246599529666962
0.039752257157015684,0.06619185,0.9996350065285419,0.00036499347145813044,0.018357375559779374
0.03999245161071275,0.06659179999999999,0.9996305838851183,0.00036941611488172654,0.01846814894880146
0.04023264606440983,0.06699175,0.9996261346348594,0.0003738653651406132,0.01857891968080472
0.040472840518106894,0.0673917,0.9996216587784061,0.00037834122159385863,0.01868968773989925
0.040713034971803966,0.06779165,0.999617156316402,0.0003828436835979776,0.01880045311015199
0.04095322942550104,0.0681916,0.9996126272494945,0.00038737275050548803,0.01891121577564494
0.04119342387919811,0.06859155,0.9996080715783358,0.0003919284216642449,0.01902197572048022
0.041433618332895175,0.0689915,0.999603489303581,0.0003965106964189946,0.01913273292873133
0.04167381278659225,0.06939145,0.9995988804258892,0.0004011195741108198,0.019243487384493736
0.04191400724028932,0.0697914,0.9995942449459235,0.00040575505407647317,0.01935423907185139
0.04215420169398639,0.07019135,0.9995895828643508,0.00041041713564915483,0.019464987974901815
0.04239439614768346,0.0705913,0.9995848941818419,0.000415105818158068,0.019575734077737675
0.042634590601380536,0.07099125,0.9995801788990711,0.00041982110092886327,0.019686477364438834
0.0428747850550776,0.0713912,0.999575437016717,0.00042456298328297226,0.01979721781911027
0.04311497950877467,0.07179115,0.9995706685354616,0.000429331464538385,0.01990795542583225
0.04335517396247174,0.0721911,0.9995658734559909,0.00043412654400909467,0.02001869016871137
0.04359536841616882,0.07259105,0.9995610517789948,0.0004389482210052087,0.020129422031840535
0.04383556286986588,0.072991,0.9995562035051664,0.00044379649483361483,0.02024015099929626
0.04407575732356295,0.07339095,0.9995513286352038,0.00044867136479620484,0.020350877055204733
0.04431595177726002,0.07379089999999999,0.9995464271698078,0.00045357283019220596,0.020461600183642438
0.04455614623095709,0.07419085,0.9995414991096835,0.00045850089031651553,0.02057232036871098
0.044796340684654164,0.0745908,0.9995365444555402,0.0004634555444598121,0.020683037594515903
0.04503653513835123,0.07499075,0.9995315632080901,0.0004684367919098875,0.020793751845150768
0.04527672959204831,0.0753907,0.9995265553680501,0.00047344463194987085,0.020904463104723058
0.04551692404574537,0.07579065,0.9995215209361407,0.00047847906385933836,0.021015171357330133
0.045757118499442445,0.0761906,0.9995164599130851,0.0004835400869148687,0.0211258765870645
0.04599731295313951,0.07659055,0.9995113722996124,0.0004886277003876005,0.02123657877805032
0.04623750740683659,0.0769905,0.9995062580964539,0.0004937419035461188,0.021347277914376295
0.046477701860533654,0.07739045,0.9995011173043449,0.0004988826956551229,0.02145797398014457
0.04671789631423073,0.0777904,0.9994959499240257,0.0005040500759743161,0.021568666959478434
0.0469580907679278,0.07819035,0.9994907559562388,0.0005092440437611812,0.021679356836465293
0.04719828522162487,0.0785903,0.9994855354017316,0.000514464598268427,0.021790043595226627
0.047438479675321936,0.07899025,0.9994802882612549,0.0005197117387450989,0.02190072721986141
0.047678674129019,0.0793902,0.9994750145355635,0.0005249854644364671,0.022011407694492
0.04791886858271608,0.07979015,0.9994697142254158,0.0005302857745842493,0.02212208500320924
0.048159063036413145,0.0801901,0.9994643873315744,0.0005356126684256113,0.022232759130146645
0.04839925749011022,0.08059005,0.9994590338548052,0.0005409661451948322,0.022343430059397103
0.04863945194380728,0.08098999999999999,0.9994536537958779,0.0005463462041220835,0.022454097775082574
0.04887964639750436,0.08138995,0.9994482471555668,0.0005517528444332065,0.02256476226131845
