s_z,C_bar,coverage_deficit,S_analytical,S_numeric,derivative_abs_error,fine_asymptotic_deficit,coarse_asymptotic_coverage
7.5372578500000005,0.23515895459094785,0.7648410454090522,0.031199446830139494,0.031199446828833462,1.3060316716995146e-12,4.734187991448886,0.2351589777316051
7.5376578,0.2351464770342584,0.7648535229657416,0.031196136152825554,0.031196136150712924,2.1126295157714026e-12,4.73469042582507,0.23514650013768415
7.53805775,0.23513400080156896,0.764865999198431,0.031192826002268585,0.031192825999948322,2.3202620380580186e-12,4.735192886861255,0.23513402386782137
7.5384577,0.23512152589266894,0.7648784741073311,0.031189516378357086,0.031189516377927436,4.2964937163603167e-13,4.735695374557442,0.2351215489218061
7.53885765,0.23510905230734774,0.7648909476926522,0.031186207280979584,0.03118620728048693,4.926545282835093e-13,4.736197888913627,0.23510907529942762
7.5392576,0.23509658004539472,0.7649034199546053,0.03118289871002461,0.03118289870901458,1.0100288660996881e-12,4.736700429929813,0.23509660300047525
7.53965755,0.23508410910659938,0.7649158908934006,0.03117959066538075,0.031179590664898168,4.82582723781988e-13,4.737202997606,0.2350841320247384
7.5400575000000005,0.23507163949075133,0.7649283605092487,0.031176283146936618,0.031176283146749913,1.867048182724318e-13,4.737705591942189,0.23507166237200655
7.54045745,0.23505917119764005,0.7649408288023599,0.03117297615458085,0.031172976153182038,1.3988116220886582e-12,4.738208212938376,0.23505919404206915
7.5408574,0.23504670422705515,0.7649532957729448,0.031169669688202097,0.0311696696869701,1.2319971431917764e-12,4.738710860594564,0.23504672703471569
7.54125735,0.23503423857878633,0.7649657614212136,0.03116636374768907,0.03116636374533854,2.350529493266862e-12,4.7392135349107525,0.23503426134973576
7.5416573,0.23502177425262327,0.7649782257473767,0.031163058332930496,0.031163058331062917,1.867579008107967e-12,4.739716235886941,0.23502179698691902
7.54205725,0.23500931124835575,0.7649906887516442,0.03115975344381511,0.031159753442755452,1.0596593047473846e-12,4.74021896352313,0.23500933394605508
7.5424572,0.23499684956577352,0.7650031504342265,0.031156449080231702,0.031156449079028366,1.2033360419216876e-12,4.74072171781932,0.23499687222693366
7.542857150000001,0.23498438920466644,0.7650156107953335,0.031153145242069087,0.03115314524126944,7.996485418271249e-13,4.741224498775511,0.23498441182934451
7.5432571,0.23497193016482437,0.7650280698351757,0.031149841929216115,0.03114984192670311,2.5130036940268496e-12,4.7417273063917005,0.23497195275307745
7.54365705,0.2349594724460372,0.7650405275539628,0.03114653914156164,0.03114653913949272,2.068917953623739e-12,4.742230140667892,0.23495949499792224
7.5440570000000005,0.234947016048095,0.765052983951905,0.03114323687899456,0.031143236878250487,7.440714711037799e-13,4.742733001604084,0.23494703856366883
7.54445695,0.23493456097078774,0.7650654390292122,0.031139935141403823,0.031139935140200855,1.2029682805447806e-12,4.7432358892002755,0.23493458345010715
7.5448569,0.2349221072139054,0.7650778927860946,0.03113663392867836,0.03113663392811938,5.589799456640066e-13,4.743738803456467,0.23492212965702713
7.54525685,0.2349096547772382,0.7650903452227618,0.031133333240707176,0.031133333237842727,2.864448261918895e-12,4.744241744372661,0.23490967718421882
7.5456568,0.23489720366057626,0.7651027963394237,0.031130033077379278,0.03113003307630979,1.0694882479622692e-12,4.7447447119488535,0.23489722603147228
7.54605675,0.23488475386370972,0.7651152461362902,0.03112673343858371,0.031126733437969453,6.142586439494835e-13,4.745247706185046,0.23488477619857762
7.5464567,0.2348723053864288,0.7651276946135712,0.031123434324209547,0.031123434322821716,1.387830822485725e-12,4.745750727081242,0.23487232768532493
7.5468566500000005,0.23485985822852387,0.7651401417714762,0.031120135734145894,0.031120135732254358,1.8915355393112065e-12,4.746253774637435,0.23485988049150447
7.5472566,0.2348474123897852,0.7651525876102148,0.031116837668281883,0.031116837667655158,6.267243668478528e-13,4.74675684885363,0.2348474346169065
7.54765655,0.23483496787000313,0.7651650321299969,0.031113540126506665,0.03111354012486078,1.6458848173250828e-12,4.747259949729825,0.2348349900613212
7.5480565,0.23482252466896816,0.7651774753310319,0.031110243108709433,0.03111024310664678,2.0626521324285108e-12,4.747763077266021,0.23482254682453899
7.54845645,0.23481008278647064,0.7651899172135294,0.03110694661477941,0.03110694661301316,1.7662503404292096e-12,4.748266231462217,0.2348101049063502
7.5488564,0.23479764222230115,0.7652023577776988,0.031103650644605848,0.03110365064257214,2.0337065365083618e-12,4.748769412318413,0.23479766430654528
7.54925635,0.2347852029762502,0.7652147970237498,0.03110035519807801,0.0311003551967115,1.366507601519018e-12,4.749272619834611,0.23478522502491464
7.5496563000000005,0.23477276504810837,0.7652272349518916,0.031097060275085204,0.031097060272655682,2.4295218614689418e-12,4.749775854010808,0.23477278706124882
7.55005625,0.2347603284376664,0.7652396715623336,0.031093765875516776,0.0310937658759558,4.3902381730021034e-13,4.750279114847005,0.2347603504153384
7.5504562,0.23474789314471484,0.7652521068552851,0.03109047199926208,0.03109047199828518,9.76899117155483e-13,4.750782402343203,0.23474791508697393
7.55085615,0.23473545916904442,0.7652645408309555,0.031087178646210505,0.031087178643807164,2.4033414147695e-12,4.751285716499402,0.23473548107594605
7.5512561,0.23472302651044602,0.7652769734895539,0.031083885816251485,0.031083885815297304,9.541811785140908e-13,4.751789057315601,0.23472304838204547
7.55165605,0.2347105951687103,0.7652894048312897,0.03108059350927445,0.031080593508592266,6.821834763748313e-13,4.752292424791801,0.23471061700506288
7.552056,0.2346981651436282,0.7653018348563718,0.03107730172516889,0.031077301725079828,8.906070325664928e-14,4.752795818928001,0.23469818694478906
7.552455950000001,0.23468573643499063,0.7653142635650094,0.031074010463824315,0.031074010460596654,3.227661193871967e-12,4.753299239724201,0.23468575820101484
7.5528559,0.2346733090425885,0.7653266909574115,0.031070719725130272,0.031070719723469416,1.6608554809227627e-12,4.753802687180401,0.23467333077353109
7.55325585,0.23466088296621285,0.7653391170337871,0.031067429508976303,0.031067429508147,8.293019049254724e-13,4.754306161296602,0.2346609046621287
7.5536558000000005,0.2346484582056546,0.7653515417943454,0.031064139815252016,0.031064139813241628,2.0103883835442815e-12,4.754809662072804,0.2346484798665986
7.55405575,0.234636034760705,0.765363965239295,0.031060850643847036,0.031060850642916634,9.304015891054007e-13,4.755313189509005,0.23463605638673185
7.5544557,0.23462361263115503,0.765376387368845,0.031057561994651012,0.031057561993008683,1.6423286341993304e-12,4.755816743605208,0.2346236342223194
7.55485565,0.23461119181679585,0.7653888081832041,0.031054273867553616,0.031054273866293333,1.2602835441910543e-12,4.75632032436141,0.23461121337315238
7.5552556,0.2345987723174188,0.7654012276825812,0.031050986262444583,0.031050986262770582,3.2599964394641745e-13,4.756823931777613,0.23459879383902194
