delta,model,regime,E,M
2.2659999999999996,FD,LF,0.7494795819124671,0.15042328229708954
2.2669999999999995,FD,LF,0.7493291660090866,0.15040851855234524
2.2679999999999993,FD,LF,0.7491787648871773,0.15039371936337229
2.2689999999999992,FD,LF,0.7490283785821577,0.1503788847815328
2.2699999999999996,FD,LF,0.7488780071293948,0.15036401485815115
2.2709999999999995,FD,LF,0.7487276505642046,0.1503491096445141
2.2719999999999994,FD,LF,0.748577308921852,0.15033416919187045
2.2729999999999992,FD,LF,0.7484269822375502,0.15031919355143156
2.2739999999999996,FD,LF,0.7482766705464614,0.15030418277437066
2.2749999999999995,FD,LF,0.7481263738836967,0.15028913691182344
2.2759999999999994,FD,LF,0.7479760922843157,0.15027405601488764
2.2769999999999992,FD,LF,0.747825825783328,0.1502589401346232
2.2779999999999996,FD,LF,0.7476755744156907,0.15024378932205223
2.2789999999999995,FD,LF,0.747525338216311,0.15022860362815904
2.2799999999999994,FD,LF,0.7473751172200446,0.15021338310388993
2.2809999999999993,FD,LF,0.7472249114616965,0.15019812780015346
2.2819999999999996,FD,LF,0.7470747209760205,0.15018283776782015
2.2829999999999995,FD,LF,0.7469245457977199,0.1501675130577227
2.2839999999999994,FD,LF,0.7467743859614473,0.1501521537206558
2.2849999999999993,FD,LF,0.746624241501804,0.15013675980737629
2.2859999999999996,FD,LF,0.746474112453341,0.1501213313686029
2.2869999999999995,FD,LF,0.7463239988505584,0.15010586845501656
2.2879999999999994,FD,LF,0.7461739007279058,0.15009037111726006
2.2889999999999993,FD,LF,0.7460238181197818,0.15007483940593827
2.2899999999999996,FD,LF,0.7458737510605349,0.15005927337161795
2.2909999999999995,FD,LF,0.7457236995844627,0.15004367306482796
2.2919999999999994,FD,LF,0.7455736637258126,0.15002803853605895
2.2929999999999993,FD,LF,0.7454236435187811,0.15001236983576366
2.2939999999999996,FD,LF,0.7452736389975148,0.14999666701435663
2.2949999999999995,FD,LF,0.7451236501961093,0.14998093012221442
2.2959999999999994,FD,LF,0.7449736771486104,0.14996515920967543
2.2969999999999993,FD,LF,0.7448237198890134,0.14994935432703993
2.2979999999999996,FD,LF,0.7446737784512629,0.14993351552457007
2.2989999999999995,FD,LF,0.744523852869254,0.14991764285248987
2.2999999999999994,FD,LF,0.744373943176831,0.1499017363609852
2.3009999999999993,FD,LF,0.7442240494077886,0.14988579610020375
2.3019999999999996,FD,LF,0.7440741715958705,0.14986982212025501
2.3029999999999995,FD,LF,0.7439243097747711,0.14985381447121032
2.3039999999999994,FD,LF,0.7437744639781343,0.14983777320310285
2.3049999999999993,FD,LF,0.7436246342395545,0.14982169836592746
2.3059999999999996,FD,LF,0.7434748205925755,0.14980559000964072
2.3069999999999995,FD,LF,0.7433250230706916,0.14978944818416123
2.3079999999999994,FD,LF,0.743175241707347,0.149773272939369
2.3089999999999993,FD,LF,0.7430254765359361,0.14975706432510605
2.3099999999999996,FD,LF,0.7428757275898032,0.14974082239117598
2.3109999999999995,FD,LF,0.7427259949022437,0.14972454718734407
2.3119999999999994,FD,LF,0.742576278506502,0.14970823876333744
2.3129999999999993,FD,LF,0.7424265784357738,0.1496918971688448
2.3139999999999996,FD,LF,0.7422768947232046,0.1496755224535165
2.3149999999999995,FD,LF,0.7421272274018904,0.1496591146669647
2.3159999999999994,FD,LF,0.741977576504878,0.14964267385876306
2.3169999999999993,FD,LF,0.7418279420651637,0.14962620007844696
2.3179999999999996,FD,LF,0.7416783241156951,0.1496096933755134
2.3189999999999995,FD,LF,0.7415287226893704,0.149593153799421
2.3199999999999994,FD,LF,0.7413791378190375,0.14957658139959007
2.3209999999999993,FD,LF,0.741229569537496,0.14955997622540235
2.3219999999999996,FD,LF,0.741080017877495,0.1495433383262013
2.3229999999999995,FD,LF,0.7409304828717355,0.14952666775129198
2.3239999999999994,FD,LF,0.740780964552868,0.1495099645499409
2.3249999999999993,FD,LF,0.7406314629534947,0.14949322877137627
2.3259999999999996,FD,LF,0.7404819781061679,0.14947646046478769
2.3269999999999995,FD,LF,0.7403325100433914,0.1494596596793265
2.3279999999999994,FD,LF,0.7401830587976193,0.1494428264641054
2.3289999999999993,FD,LF,0.7400336244012569,0.1494259608681987
2.3299999999999996,FD,LF,0.73988420688666,0.14940906294064216
2.3309999999999995,FD,LF,0.7397348062861363,0.14939213273043317
2.3319999999999994,FD,LF,0.7395854226319438,0.14937517028653047
2.3329999999999993,FD,LF,0.7394360559562916,0.1493581756578543
2.3339999999999996,FD,LF,0.73928670629134,0.1493411488932865
2.3349999999999995,FD,LF,0.7391373736692006,0.14932409004167024
2.3359999999999994,FD,LF,0.7389880581219361,0.14930699915181028
2.3369999999999993,FD,LF,0.7388387596815602,0.14928987627247267
2.3379999999999996,FD,LF,0.7386894783800382,0.14927272145238502
2.3389999999999995,FD,LF,0.7385402142492861,0.14925553474023628
2.3399999999999994,FD,LF,0.7383909673211722,0.14923831618467695
2.3409999999999993,FD,LF,0.738241737627515,0.14922106583431885
2.3419999999999996,FD,LF,0.7380925252000854,0.14920378373773524
2.3429999999999995,FD,LF,0.7379433300706054,0.14918646994346077
2.3439999999999994,FD,LF,0.7377941522707483,0.14916912449999148
2.3449999999999993,FD,LF,0.737644991832139,0.1491517474557848
2.3459999999999996,FD,LF,0.7374958487863541,0.14913433885925959
2.3469999999999995,FD,LF,0.7373467231649218,0.1491168987587959
2.3479999999999994,FD,LF,0.7371976149993218,0.1490994272027354
2.3489999999999993,FD,LF,0.7370485243209856,0.1490819242393809
2.3499999999999996,FD,LF,0.736899451161296,0.14906438991699666
2.3509999999999995,FD,LF,0.7367503955515884,0.14904682428380825
2.3519999999999994,FD,LF,0.7366013575231493,0.14902922738800262
2.3529999999999993,FD,LF,0.7364523371072172,0.14901159927772792
2.3539999999999996,FD,LF,0.7363033343349825,0.14899394000109373
2.3549999999999995,FD,LF,0.7361543492375878,0.148976249606171
2.3559999999999994,FD,LF,0.736005381846127,0.1489585281409918
2.3569999999999993,FD,LF,0.7358564321916465,0.14894077565354963
2.357999999999999,FD,LF,0.7357075003051448,0.14892299219179922
2.3589999999999995,FD,LF,0.7355585862175718,0.1489051778036567
2.3599999999999994,FD,LF,0.7354096899598302,0.14888733253699935
2.3609999999999993,FD,LF,0.7352608115627746,0.14886945643966573
2.361999999999999,FD,LF,0.7351119510572119,0.14885154955945573
2.3629999999999995,FD,LF,0.7349631084739008,0.1488336119441305
2.3639999999999994,FD,LF,0.7348142838435527,0.14881564364141242
2.3649999999999993,FD,LF,0.7346654771968313,0.14879764469898513
2.365999999999999,FD,LF,0.7345166885643521,0.14877961516449345
2.3669999999999995,FD,LF,0.7343679179766838,0.1487615550855436
2.3679999999999994,FD,LF,0.7342191654643466,0.14874346450970283
2.3689999999999993,FD,LF,0.7340704310578141,0.14872534348449978
2.369999999999999,FD,LF,0.7339217147875117,0.14870719205742422
2.3709999999999996,FD,LF,0.7337730166838174,0.1486890102759272
2.3719999999999994,FD,LF,0.7336243367770621,0.14867079818742093
2.3729999999999993,FD,LF,0.7334756750975291,0.14865255583927886
2.373999999999999,FD,LF,0.7333270316754543,0.14863428327883563
2.3749999999999996,FD,LF,0.7331784065410263,0.14861598055338707
2.3759999999999994,FD,LF,0.7330297997243868,0.14859764771019024
2.3769999999999993,FD,LF,0.7328812112556294,0.14857928479646337
2.3779999999999992,FD,LF,0.7327326411648016,0.14856089185938587
2.3789999999999996,FD,LF,0.7325840894819028,0.14854246894609824
2.3799999999999994,FD,LF,0.7324355562368857,0.14852401610370242
2.3809999999999993,FD,LF,0.7322870414596561,0.1485055333792612
2.3819999999999992,FD,LF,0.7321385451800724,0.14848702081979875
2.3829999999999996,FD,LF,0.7319900674279458,0.1484684784723003
2.3839999999999995,FD,LF,0.7318416082330415,0.14844990638371236
2.3849999999999993,FD,LF,0.7316931676250765,0.14843130460094245
2.3859999999999992,FD,LF,0.7315447456337218,0.14841267317085935
2.3869999999999996,FD,LF,0.7313963422886016,0.1483940121402929
2.3879999999999995,FD,LF,0.7312479576192926,0.14837532155603422
2.3889999999999993,FD,LF,0.7310995916553252,0.14835660146483542
2.3899999999999992,FD,LF,0.7309512444261831,0.1483378519134098
2.3909999999999996,FD,LF,0.7308029159613028,0.14831907294843188
2.3919999999999995,FD,LF,0.730654606290075,0.14830026461653725
2.3929999999999993,FD,LF,0.7305063154418432,0.1482814269643226
2.3939999999999992,FD,LF,0.7303580434459045,0.14826256003834576
2.3949999999999996,FD,LF,0.7302097903315089,0.14824366388512572
2.3959999999999995,FD,LF,0.7300615561278609,0.1482247385511426
2.3969999999999994,FD,LF,0.7299133408641181,0.14820578408283758
2.3979999999999992,FD,LF,0.7297651445693913,0.148186800526613
2.3989999999999996,FD,LF,0.7296169672727455,0.14816778792883234
2.3999999999999995,FD,LF,0.7294688090031988,0.14814874633582004
2.4009999999999994,FD,LF,0.7293206697897234,0.14812967579386188
2.4019999999999992,FD,LF,0.7291725496612453,0.1481105763492046
2.4029999999999996,FD,LF,0.7290244486466437,0.14809144804805607
2.4039999999999995,FD,LF,0.7288763667747526,0.14807229093658536
2.4049999999999994,FD,LF,0.7287283040743586,0.14805310506092237
2.4059999999999993,FD,LF,0.7285802605742036,0.14803389046715842
2.4069999999999996,FD,LF,0.7284322363029817,0.14801464720134577
2.4079999999999995,FD,LF,0.7282842312893427,0.14799537530949786
2.4089999999999994,FD,LF,0.7281362455618895,0.147976074837589
2.4099999999999993,FD,LF,0.727988279149179,0.147956745831555
2.4109999999999996,FD,LF,0.7278403320797224,0.1479373883372923
2.4119999999999995,FD,LF,0.7276924043819852,0.14791800240065878
2.4129999999999994,FD,LF,0.7275444960843866,0.14789858806747322
2.4139999999999993,FD,LF,0.7273966072153005,0.14787914538351563
2.4149999999999996,FD,LF,0.7272487378030545,0.14785967439452696
2.4159999999999995,FD,LF,0.7271008878759312,0.1478401751462094
2.4169999999999994,FD,LF,0.7269530574621668,0.14782064768422606
2.4179999999999993,FD,LF,0.7268052465899522,0.14780109205420128
2.4189999999999996,FD,LF,0.7266574552874324,0.14778150830172046
2.4199999999999995,FD,LF,0.7265096835827076,0.14776189647232998
2.4209999999999994,FD,LF,0.7263619315038317,0.14774225661153748
2.4219999999999993,FD,LF,0.7262141990788132,0.14772258876481148
2.4229999999999996,FD,LF,0.7260664863356154,0.14770289297758177
2.4239999999999995,FD,LF,0.7259187933021564,0.1476831692952391
2.4249999999999994,FD,LF,0.7257711200063084,0.14766341776313532
2.4259999999999993,FD,LF,0.7256234664758984,0.1476436384265835
2.4269999999999996,FD,LF,0.7254758327387082,0.14762383133085757
2.4279999999999995,FD,LF,0.7253282188224746,0.14760399652119277
2.4289999999999994,FD,LF,0.7251806247548886,0.1475841340427852
2.4299999999999993,FD,LF,0.7250330505635968,0.14756424394079226
2.4309999999999996,FD,LF,0.7248854962761999,0.14754432626033234
2.4319999999999995,FD,LF,0.7247379619202539,0.1475243810464848
2.4329999999999994,FD,LF,0.7245904475232698,0.14750440834429035
2.4339999999999993,FD,LF,0.7244429531127132,0.14748440819875053
2.4349999999999996,FD,LF,0.724295478716005,0.14746438065482806
2.4359999999999995,FD,LF,0.7241480243605214,0.14744432575744687
2.4369999999999994,FD,LF,0.7240005900735931,0.1474242435514918
2.4379999999999993,FD,LF,0.7238531758825062,0.1474041340818089
2.4389999999999996,FD,LF,0.7237057818145024,0.14738399739320523
2.4399999999999995,FD,LF,0.7235584078967778,0.14736383353044902
2.4409999999999994,FD,LF,0.7234110541564845,0.14734364253826956
2.4419999999999993,FD,LF,0.7232637206207296,0.1473234244613572
2.4429999999999996,FD,LF,0.7231164073165751,0.14730317934436346
2.4439999999999995,FD,LF,0.7229691142710394,0.14728290723190085
2.4449999999999994,FD,LF,0.7228218415110951,0.14726260816854314
2.4459999999999993,FD,LF,0.7226745890636711,0.14724228219882513
2.4469999999999996,FD,LF,0.7225273569556513,0.1472219293672426
2.4479999999999995,FD,LF,0.7223801452138756,0.1472015497182526
2.4489999999999994,FD,LF,0.7222329538651392,0.1471811432962733
2.4499999999999993,FD,LF,0.7220857829361926,0.14716071014568385
2.4509999999999996,FD,LF,0.7219386324537426,0.14714025031082462
2.4519999999999995,FD,LF,0.721791502444451,0.147119763835997
2.4529999999999994,FD,LF,0.7216443929349359,0.14709925076546362
2.4539999999999993,FD,LF,0.7214973039517706,0.14707871114344812
2.4549999999999996,FD,LF,0.7213502355214848,0.14705814501413528
2.4559999999999995,FD,LF,0.7212031876705634,0.1470375524216711
2.4569999999999994,FD,LF,0.7210561604254477,0.1470169334101626
2.4579999999999993,FD,LF,0.7209091538125347,0.14699628802367795
2.458999999999999,FD,LF,0.7207621678581774,0.1469756163062465
2.4599999999999995,FD,LF,0.7206152025886844,0.1469549183018587
2.4609999999999994,FD,LF,0.7204682580303212,0.1469341940544661
2.4619999999999993,FD,LF,0.7203213342093087,0.14691344360798153
2.462999999999999,FD,LF,0.7201744311518238,0.14689266700627873
2.4639999999999995,FD,LF,0.7200275488839999,0.14687186429319288
